Jurisdiction,FacilityID,ObsRecordDate,FlowCondition,PersistentFlow,Priority,PrioritizationScore2022,Conductivity,FloatDischargeCFS,VolumeDischargeCFS,LastDischargeTrend,ScourWaterCondition,DissWaterCondition,Comments,TrashCondition,TrashLocation,SampleDry,OCFSLocation,MaintenanceIssue,FlowConnectivity,PointY,PointX
Rancho Santa Margarita,L01-125-2,7/28/2022,Pooled or Ponded,Yes,Not A Priority,,3382,,,Below Average Discharge,Not present,"Brown ""tea"" tint","Vol - 0.3 L per 10 sec, velocity 3 sec per 6 ft, taken above outfall",Not Present (0 Items),,,,Overgrown,Undetermined,33.65543421,-117.5592684
Rancho Santa Margarita,L01-125-2,9/20/2022,Pooled or Ponded,Yes,Not A Priority,,,,,Below Average Discharge,Not present,Clear,,Sparse (<10 Items),Within area surrounding outfall,,,Sediment,Undetermined,33.65543421,-117.5592684
Rancho Santa Margarita,L01-125-3,7/28/2022,Flowing,Yes,Priority,65,2469,,,20% Or More Above Average Discharge,Not present,Not present,"Cannot access for flow measurements. flowing very loudly, assuredly lots of discharge",Moderate (11-50 Items),Within area surrounding outfall,,,Overgrown,Undetermined,33.65525437,-117.5642106
Rancho Santa Margarita,L01-125-3,9/20/2022,Pooled or Ponded,Yes,Priority,65,,,,20% Or More Above Average Discharge,Not present,Green tint,Flowing heard back in pipe; wet water mark,Sparse (<10 Items),Within area surrounding outfall,,,,Undetermined,33.65525437,-117.5642106
Rancho Santa Margarita,L01-218-3,7/26/2022,Pooled or Ponded,Yes,Not A Priority,,,,,,Not present,Not present,Overgrown vegetation in path of outfall,,,,,,Undetermined,33.6382812,-117.5672819
Rancho Santa Margarita,L01-218-3,9/15/2022,Pooled or Ponded,Yes,Not A Priority,,,,,,Not present,Chocolate milk,,Moderate (11-50 Items),Within area surrounding outfall,,,Overgrown,Undetermined,33.6382812,-117.5672819
Rancho Santa Margarita,L01-218-4,7/26/2022,Flowing,Yes,Priority,48,3360,0.02475,,20% Or More Above Average Discharge,Not present,Not present,Flies and slugs in outfall,Not Present (0 Items),,,,None,Partial - Significant Distance,33.63861941,-117.5692492
Rancho Santa Margarita,L01-218-4,9/15/2022,Flowing,Yes,Priority,48,2120,0.0288,,20% Or More Above Average Discharge,Not present,Not present,Wet water mark.  0.8 l in 5 sec,Sparse (<10 Items),In flow path of outfall,,,,Partial - Significant Distance,33.63861941,-117.5692492
Rancho Santa Margarita,L01-223-1 (L08TBN1),6/27/2022,Flowing,Yes,Priority,52,2548,0.000833,,Below Average Discharge,"Brown ""tea"" tint","Brown ""tea"" tint",,Not Present (0 Items),,,,None,Undetermined,33.62071568,-117.5646255
Rancho Santa Margarita,L01-223-1 (L08TBN1),8/25/2022,Flowing,Yes,Priority,52,,,0,Below Average Discharge,,,volumetric is 0.00029 cfs,,,,,,,33.62071568,-117.5646255
Rancho Santa Margarita,L01-223-1 (L08TBN1),8/25/2022,Flowing,Yes,Priority,52,4059,0.004,,Below Average Discharge,Not present,Surface scum,App half a foot of sediment in dissipator.  Yellow deposits inside pipe.   Chain gate up so cannot access to determine connectivity to rw,Sparse (<10 Items),In flow path of outfall,,,Sediment,Undetermined,33.62071568,-117.5646255
Orange Co,L01-242-1 (L07P16),8/8/2022,Pooled or Ponded,Yes,Not A Priority,,,,,,Bright green,Not present,Animal foot prints,Moderate (11-50 Items),Within area surrounding outfall,,,Sediment,Direct Connection,33.61466784,-117.5825631
Orange Co,L01-242-1 (L07P16),9/19/2022,Pooled or Ponded,Yes,Not A Priority,,,,,,Not present,Not present,Paw prints in sand. Could be back flow from creek in drain,Moderate (11-50 Items),Within area surrounding outfall,,,Sediment,Direct Connection,33.61466784,-117.5825631
Orange Co,L01-303-2,8/8/2022,Pooled or Ponded,Yes,Priority,48,,,,Equal,Green tint,Not present,Small fish.  Possible backflow into pipe,Sparse (<10 Items),Within area surrounding outfall,,,Other - See Comments,Direct Connection,33.59293399,-117.5850715
Orange Co,L01-303-2,9/19/2022,Pooled or Ponded,Yes,Priority,48,,,,Equal,"Brown ""tea"" tint",Not present,Creek possibly back flowing into pipe,Sparse (<10 Items),Within area surrounding outfall,,,Clogged,Direct Connection,33.59293399,-117.5850715
Orange Co,L01-303-3,8/1/2022,Pooled or Ponded,Yes,,,,,,,Not present,Not present,"Path to outfall overgrown with vegetation, stinging nettle in surroundings, receiving water flowing downstream",Moderate (11-50 Items),Within area surrounding outfall,,,Overgrown,Partial - Significant Distance,33.59526175,-117.5840821
Orange Co,L01-303-3,9/26/2022,Pooled or Ponded,Yes,,,,,,,Yellow tint,Not present,,Moderate (11-50 Items),Within area surrounding outfall,,,Clogged,Partial - Significant Distance,33.59526175,-117.5840821
Orange Co,L01-303-4,8/1/2022,Flowing,Yes,Priority,47,,,0.019,Below Average Discharge,,,,,,,,,,33.596022,-117.584659
Orange Co,L01-303-4,8/1/2022,Flowing,Yes,Priority,47,1463,0.068571,,Below Average Discharge,Not present,Not present,Volumetric flow: 2750 mL/5 seconds; path to outfall heavy vegetation on steep slope,Not Present (0 Items),,,,,Direct Connection,33.596022,-117.584659
Orange Co,L01-303-4,9/26/2022,Flowing,Yes,Priority,47,1952,0.018,,Below Average Discharge,Not present,Not present,,Moderate (11-50 Items),Within area surrounding outfall,,,,Direct Connection,33.596022,-117.584659
Orange Co,L01-335-1,6/17/2022,Flowing,Yes,Priority,57,,0.007,0.004,20% Or More Above Average Discharge,,,,,,,,,,33.57790461,-117.6128526
Orange Co,L01-335-1,6/17/2022,Flowing,Yes,Priority,57,837,0.006857,,20% Or More Above Average Discharge,Chocolate milk,Not present,Thick reeds.  Mosquitos crawfish,Abundant (>50 Items),In flow path of outfall,,,Clogged,Direct Connection,33.57790461,-117.6128526
Orange Co,L01-335-1,9/27/2022,Flowing,Yes,Priority,57,,,0.001,20% Or More Above Average Discharge,,,,,,,,,,33.57790461,-117.6128526
Orange Co,L01-335-1,9/27/2022,Flowing,Yes,Priority,57,1321,0.018,,20% Or More Above Average Discharge,Not present,Not present,.5 liters in 20 seconds,Abundant (>50 Items),Within area surrounding outfall,,,None,Direct Connection,33.57790461,-117.6128526
Orange Co,L01-335-2,6/17/2022,Pooled or Ponded,Unknown,,,,,,Equal,Not present,Not present,,Not Present (0 Items),,,,,Direct Connection,33.57739792,-117.6127492
Orange Co,L01-335-2,9/27/2022,Dry,Unknown,,,,,,Equal,Chocolate milk,Not present,Creek backed up into pipe,Abundant (>50 Items),Within area surrounding outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.57739792,-117.6127492
Orange Co,L01-340-1,6/16/2022,Flowing,Yes,Priority,39,,0.021,0.008,Below Average Discharge,,,Sticks and branches cause ponding. Turbidity: 2.46,,,Yes,Yes,,,33.58696205,-117.5954402
Orange Co,L01-340-1,6/16/2022,Flowing,Yes,Priority,39,1483,0.017829,,Below Average Discharge,"Brown ""tea"" tint",Not present,Sticks and branches in outfall. Turbidity: 2.46,Sparse (<10 Items),Within area surrounding outfall,Yes,Yes,Graffiti,Undetermined,33.58696205,-117.5954402
Orange Co,L01-340-1,8/24/2022,Flowing,Yes,Priority,39,1768.6,0.001809,,Below Average Discharge,"Brown ""tea"" tint",Not present,,Sparse (<10 Items),Within area surrounding outfall,Yes,Yes,Graffiti,Undetermined,33.58696205,-117.5954402
Orange Co,L01-391-1,8/1/2022,Pooled or Ponded,Yes,Not A Priority,,,,,Equal,Not present,Not present,Debris in rw blocking flow. Ds of bridge,Moderate (11-50 Items),In flow path of outfall,,,,Direct Connection,33.57606988,-117.5859165
Orange Co,L01-391-1,9/19/2022,Pooled or Ponded,Yes,Not A Priority,,,,,Equal,Not present,Not present,,Not Present (0 Items),,,,Clogged,Direct Connection,33.57606988,-117.5859165
Orange Co,L01-391-3,8/1/2022,Flowing,Yes,Not A Priority,,1350,0.011667,,20% Or More Above Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,Sediment,Direct Connection,33.57839188,-117.5868252
Orange Co,L01-391-3,9/19/2022,Flowing,Yes,Not A Priority,,1727,0.03,,20% Or More Above Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,Sediment,Direct Connection,33.57839188,-117.5868252
Orange Co,L01-404-1,6/16/2022,Flowing,Yes,Priority,60,,,0.025,Below Average Discharge,,,,,,Yes,Yes,,,33.56452183,-117.5858466
Orange Co,L01-404-1,6/16/2022,Flowing,Yes,Priority,60,2303,0.063,,Below Average Discharge,Not present,"Brown ""tea"" tint",Tadpoles and frogs in ponded out flow,Sparse (<10 Items),In flow path of outfall,Yes,Yes,Other - See Comments,Undetermined,33.56452183,-117.5858466
Orange Co,L01-404-1,8/24/2022,Flowing,Yes,Priority,60,2033.4,0.084647,,Below Average Discharge,Not present,"Brown ""tea"" tint",Yellow tinted water. Sediment in dissipator,Sparse (<10 Items),In flow path of outfall,Yes,Yes,Sediment,Undetermined,33.56452183,-117.5858466
Orange Co,L01-404-2,6/16/2022,Flowing,Yes,,,,,0.021,Below Average Discharge,,,"5 minute increase discharge. Before increase, the volume was 1.7 L in 5 sec. Flow depth width, center, left, right was 6, .05, .03, .03 feet before discharge. Floating leaf velocity center, left, right was 5, 6, 6 feet/second before discharge.",,,,,,,33.56345111,-117.5855227
Orange Co,L01-404-2,6/16/2022,Flowing,Yes,,,2654,0.096028,,Below Average Discharge,Not present,Surface scum,Tree limb at outlet,Sparse (<10 Items),In flow path of outfall,,,Clogged,Undetermined,33.56345111,-117.5855227
Orange Co,L01-404-2,8/24/2022,Flowing,Yes,,,2252.1,0.021,,Below Average Discharge,Not present,Not present,Sediment and tree branches in dissipator,Moderate (11-50 Items),In flow path of outfall,,,None,Undetermined,33.56345111,-117.5855227
Orange Co,L01-414-1,7/21/2022,Pooled or Ponded,Yes,Not A Priority,,,,,,Not present,Not present,Tree bending fence,Sparse (<10 Items),In flow path of outfall,,,Overgrown,,33.56170664,-117.5905481
Orange Co,L01-414-1,9/19/2022,Pooled or Ponded,Yes,Not A Priority,,,,,,"Brown ""tea"" tint",Not present,,Sparse (<10 Items),In flow path of outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.56170664,-117.5905481
Orange Co,L01-414-2,8/1/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,,,,,,None - Flow Infiltrates or Outfall is Dry,33.56488962,-117.5920748
Orange Co,L01-414-2,9/19/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,Sparse (<10 Items),In flow path of outfall,,,Sediment,None - Flow Infiltrates or Outfall is Dry,33.56488962,-117.5920748
Orange Co,L01-414-3,6/16/2022,Pooled or Ponded,Yes,Priority,60,1944,0.015,,Below Average Discharge,Yellow tint,Not present,Tadpoles in ponded area,Sparse (<10 Items),Within area surrounding outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.56680442,-117.5924377
Orange Co,L01-414-3,8/24/2022,Pooled or Ponded,Yes,Priority,60,,,,Below Average Discharge,Green tint,Not present,Flow approximately 20 m downstream. Birds,Sparse (<10 Items),In flow path of outfall,,,None,Undetermined,33.56680442,-117.5924377
Orange Co,L01-458-1,5/31/2022,Pooled or Ponded,Unknown,Not A Priority,,,,,20% Or More Above Average Discharge,Not present,Not present,Bird droppings around dissipator,Moderate (11-50 Items),In flow path of outfall,,,Graffiti,None - Flow Infiltrates or Outfall is Dry,33.5249855,-117.615117
Orange Co,L01-458-1,9/27/2022,Flowing,Unknown,Not A Priority,,,,0,20% Or More Above Average Discharge,,,,,,,,,,33.5249855,-117.615117
Orange Co,L01-458-1,9/27/2022,Flowing,Unknown,Not A Priority,,1225,0.0015,,20% Or More Above Average Discharge,Clear,Clear,"Graffiti, overgrown vegetation / .4 liters in one minute",Moderate (11-50 Items),In flow path of outfall,,,Other - See Comments,None - Flow Infiltrates or Outfall is Dry,33.5249855,-117.615117
Orange Co,L01-471-1,5/31/2022,Dry,Unknown,,,,,,Below Average Discharge,Not present,Not present,,Abundant (>50 Items),In flow path of outfall,,,Sediment,None - Flow Infiltrates or Outfall is Dry,33.52557232,-117.5973064
Orange Co,L01-471-1,9/27/2022,Dry,Unknown,,,,,,Below Average Discharge,Not present,Not present,"Sediment found, lots of chirping, animal prints found on sand, plastic and other trash all around",Abundant (>50 Items),In flow path of outfall,,,Other - See Comments,None - Flow Infiltrates or Outfall is Dry,33.52557232,-117.5973064
Orange Co,L01-494-1,5/31/2022,Flowing,Yes,,,2185,0.1575,,Below Average Discharge,Not present,Not present,V - 0.54 m/s; 1 liter in 5 sec,Moderate (11-50 Items),In flow path of outfall,,,Damaged,Undetermined,33.52846755,-117.6076268
Orange Co,L01-494-1,9/27/2022,Flowing,Yes,,,,,0.022,Below Average Discharge,,,,,,,,,,33.52846755,-117.6076268
Orange Co,L01-494-1,9/27/2022,Flowing,Yes,,,1826,0.045,,Below Average Discharge,Green tint,Not present,,Moderate (11-50 Items),In flow path of outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.52846755,-117.6076268
Orange Co,L01-514-1,6/17/2022,Pooled or Ponded,Yes,Not A Priority,,4095,,,Below Average Discharge,Surface scum,Surface scum,Grass clippings,Sparse (<10 Items),Within area surrounding outfall,,,Clogged,Undetermined,33.52388419,-117.6229158
Orange Co,L01-514-1,9/23/2022,Flowing,Yes,Not A Priority,,,0.0048,,Below Average Discharge,Green tint,Not present,Wet water mark; flow estimated from above,Not Present (0 Items),,,,Clogged,Undetermined,33.52388419,-117.6229158
Orange Co,L01-517-3,5/31/2022,Pooled or Ponded,Yes,Not A Priority,,,,,20% Or More Above Average Discharge,Not present,Not present,,,,,,,Undetermined,33.52266244,-117.6202815
Orange Co,L01-517-3,9/27/2022,Pooled or Ponded,Yes,Not A Priority,,,,,20% Or More Above Average Discharge,Not present,Not present,"Possible recent discharge; wet apron, too overgrown to see further details; multiple bird chirps",Abundant (>50 Items),Within area surrounding outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.52266244,-117.6202815
Orange Co,L01-517-6,5/31/2022,Flowing,Yes,,,1903.4,0.03,,Below Average Discharge,Not present,Not present,,Moderate (11-50 Items),In flow path of outfall,,,None,Undetermined,33.52411358,-117.618989
Orange Co,L01-517-6,9/27/2022,Flowing,Yes,,,,,0.007,Below Average Discharge,,,,,,,,,,33.52411358,-117.618989
Orange Co,L01-517-6,9/27/2022,Flowing,Yes,,,2070,0.009,,Below Average Discharge,Green tint,Not present,1.1 L in 5.2 seconds.  Various kinds of bird,Sparse (<10 Items),Within area surrounding outfall,,,,Undetermined,33.52411358,-117.618989
Orange Co,L01-517-7,5/31/2022,Dry,Unknown,,,,,,Below Average Discharge,Not present,Not present,Could be a hang-out - poop,Sparse (<10 Items),In flow path of outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.52425393,-117.6195437
Orange Co,L01-517-7,9/27/2022,Dry,Unknown,,,,,,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.52425393,-117.6195437
San Juan Capistrano,L01-556-1,7/28/2022,Pooled or Ponded,Yes,Not A Priority,,,,,20% Or More Above Average Discharge,Not present,Not present,,Moderate (11-50 Items),Within area surrounding outfall,,,,Undetermined,33.50553072,-117.6451428
San Juan Capistrano,L01-556-1,8/10/2022,Flowing,Yes,Not A Priority,,1750,0.011494,,20% Or More Above Average Discharge,Not present,Not present,Sediment blocking the flow. Volumetric: .25 in 10s,Not Present (0 Items),,,,,Undetermined,33.50553072,-117.6451428
San Juan Capistrano,L01-601-1,6/28/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,covered with metal door,Sparse (<10 Items),In flow path of outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.48172393,-117.677888
San Juan Capistrano,L01-601-1,9/14/2022,Dry,Unknown,Not A Priority,,,,,Equal,Green streaks,Not present,Minor puddles,Sparse (<10 Items),In flow path of outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.48172393,-117.677888
San Juan Capistrano,L01-602-2,8/10/2022,Pooled or Ponded,Yes,Not A Priority,,,,,,"Brown ""tea"" tint",Not present,,Moderate (11-50 Items),,,,None,None - Flow Infiltrates or Outfall is Dry,33.49828674,-117.6536768
San Juan Capistrano,L01-618-1,7/28/2022,Pooled or Ponded,Yes,Not A Priority,,1670,,,Equal,Not present,Not present,,Moderate (11-50 Items),In flow path of outfall,,,Clogged,None - Flow Infiltrates or Outfall is Dry,33.5000465,-117.6521706
San Juan Capistrano,L01-618-1,8/10/2022,Pooled or Ponded,Yes,Not A Priority,,,,,Equal,Not present,Not present,,Sparse (<10 Items),In flow path of outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.5000465,-117.6521706
San Juan Capistrano,L01-618-2,7/13/2022,Pooled or Ponded,Yes,Not A Priority,,,,,,Green tint,Not present,,Not Present (0 Items),,,,,Undetermined,33.50048772,-117.6503658
San Juan Capistrano,L01-618-2,8/10/2022,Pooled or Ponded,Yes,Not A Priority,,,,,,Not present,Not present,,Moderate (11-50 Items),In flow path of outfall,,,None,Undetermined,33.50048772,-117.6503658
San Juan Capistrano,L01-618-3,8/10/2022,Other - See Comments,Unknown,Not A Priority,,,,,Equal,Not present,Not present,inaccessible,,,,,Overgrown,Undetermined,33.50155524,-117.6500212
San Juan Capistrano,L01-618-4,7/13/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,Dried arundo,Not Present (0 Items),,,,Overgrown,None - Flow Infiltrates or Outfall is Dry,33.5025008,-117.6485177
San Juan Capistrano,L01-618-4,8/10/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,,,,,Overgrown,None - Flow Infiltrates or Outfall is Dry,33.5025008,-117.6485177
San Juan Capistrano,L01-618-5 (L01S09),7/13/2022,Pooled or Ponded,Yes,Not A Priority,,,,,Below Average Discharge,Not present,Not present,"encampment, hose, 5 gallon water jug",Abundant (>50 Items),In flow path of outfall,,,Overgrown,None - Flow Infiltrates or Outfall is Dry,33.501988,-117.64812
San Juan Capistrano,L01-618-5 (L01S09),8/10/2022,Flowing,Yes,Not A Priority,,1418,0.004101,,Below Average Discharge,Not present,Not present,Barely flowing. Center velocity above. 8.13 velocity for right. 7.32 velocity for left,Abundant (>50 Items),In flow path of outfall,,,Graffiti,Direct Connection,33.501988,-117.64812
San Juan Capistrano,L01-724-1 (L01S01),6/22/2022,Flowing,Yes,Priority,36,7450,0.07102,,20% Or More Above Average Discharge,"Brown ""tea"" tint",Not present,,Moderate (11-50 Items),In flow path of outfall,Yes,,Graffiti,Partial - Significant Distance,33.48318609,-117.6770626
San Juan Capistrano,L01-724-1 (L01S01),9/6/2022,Flowing,Yes,Priority,36,6180,0.1188,,20% Or More Above Average Discharge,"Brown ""tea"" tint",Not present,"Yellow tint, foam, mud snails",Not Present (0 Items),,Yes,,Graffiti,Partial - Significant Distance,33.48318609,-117.6770626
San Juan Capistrano,L01-724-2,9/6/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,Graffiti,None - Flow Infiltrates or Outfall is Dry,33.48347973,-117.6772035
San Juan Capistrano,L01-724-4 (L01P03),6/22/2022,Flowing,Yes,Priority,40,2815,0.092975,,Below Average Discharge,Not present,Not present,Yellow tinted water,Moderate (11-50 Items),In flow path of outfall,Yes,,Graffiti,Direct Connection,33.4847041,-117.675358
San Juan Capistrano,L01-724-4 (L01P03),9/6/2022,Flowing,Yes,Priority,40,5108.6,0.08,,Below Average Discharge,Not present,Not present,Yellow tint,Sparse (<10 Items),Within area surrounding outfall,Yes,,Graffiti,Direct Connection,33.4847041,-117.675358
Dana Point,L01-726-2,7/13/2022,Pooled or Ponded,Unknown,Not A Priority,,,,,Equal,Yellow tint,Not present,Many water snails in receiving water,Sparse (<10 Items),Within area surrounding outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.47487148,-117.6795156
Dana Point,L01-726-2,8/29/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,Sparse (<10 Items),In flow path of outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.47487148,-117.6795156
Dana Point,L01-726-3,7/13/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,covered by manhole,Sparse (<10 Items),Within area surrounding outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.47522955,-117.6788187
Dana Point,L01-726-3,8/29/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,Not Present (0 Items),,,,None,None - Flow Infiltrates or Outfall is Dry,33.47522955,-117.6788187
