Jurisdiction,FacilityID,ObsRecordDate,FlowCondition,PersistentFlow,Priority,PrioritizationScore2022,Conductivity,FloatDischargeCFS,VolumeDischargeCFS,LastDischargeTrend,ScourWaterCondition,DissWaterCondition,Comments,TrashCondition,TrashLocation,SampleDry,OCFSLocation,MaintenanceIssue,FlowConnectivity,PointY,PointX,Date
Laguna Niguel,L03-708-1,6/15/2022,Flowing,Yes,Priority,45,NA,NA,0.007,20% Or More Above Average Discharge,,,Discharge - elevated flow - about 5 minutes,,,,,,,33.55750288,-117.6765187,2022-06-15
Laguna Niguel,L03-708-1,6/15/2022,Flowing,Yes,Priority,45,NA,0.066,0.049,20% Or More Above Average Discharge,,,,,,,,,,33.55750288,-117.6765187,2022-06-15
Laguna Niguel,L03-708-1,6/15/2022,Flowing,Yes,Priority,45,3226,0.0324,NA,20% Or More Above Average Discharge,Surface scum,Not present,"Dried leaves, mud, plastic bag in pipe, foam at outlet",Sparse (<10 Items),In flow path of outfall,,,Sediment,Direct Connection,33.55750288,-117.6765187,2022-06-15
Laguna Niguel,L03-708-1,8/18/2022,Flowing,Yes,Priority,45,NA,NA,0.003,20% Or More Above Average Discharge,,,,,,,,,,33.55750288,-117.6765187,2022-08-18
Laguna Niguel,L03-708-1,8/18/2022,Flowing,Yes,Priority,45,4073,0.029,NA,20% Or More Above Average Discharge,Not present,Not present,Leaf litter.  .5 L in 7 sec,,,,,,Direct Connection,33.55750288,-117.6765187,2022-08-18
Laguna Niguel,L03-708-11 (L03P05),6/23/2022,Flowing,Yes,Priority,48,NA,0.19,0.022,Below Average Discharge,,,,,,,,,,33.56274915,-117.6758732,2022-06-23
Laguna Niguel,L03-708-11 (L03P05),6/23/2022,Flowing,Yes,Priority,48,1580,0.171701,NA,Below Average Discharge,"Brown ""tea"" tint",Not present,Dead skunk,Moderate (11-50 Items),In flow path of outfall,,,None,Direct Connection,33.56274915,-117.6758732,2022-06-23
Laguna Niguel,L03-708-11 (L03P05),8/4/2022,Flowing,Yes,Priority,48,NA,0.087,0.012,Below Average Discharge,,,,,,,,,,33.56274915,-117.6758732,2022-08-04
Laguna Niguel,L03-708-11 (L03P05),8/4/2022,Flowing,Yes,Priority,48,2413,0.034682,NA,Below Average Discharge,Not present,Yellow tint,,Sparse (<10 Items),In flow path of outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.56274915,-117.6758732,2022-08-04
Laguna Niguel,L03-708-13,6/23/2022,Flowing,Yes,Priority,37,3.417,0.09,NA,Below Average Discharge,Not present,Yellow tint,Small fish in channel,Moderate (11-50 Items),Within area surrounding outfall,,,Graffiti,Direct Connection,33.5646113,-117.6738002,2022-06-23
Laguna Niguel,L03-708-13,8/4/2022,Flowing,Yes,Priority,37,3218,0.016923,NA,Below Average Discharge,Not present,Yellow tint,Volumetric measurement: 1.75 L in 5 sec,Sparse (<10 Items),Within area surrounding outfall,,,,Direct Connection,33.5646113,-117.6738002,2022-08-04
Laguna Niguel,L03-708-5,6/23/2022,Dry,Unknown,Priority,43,NA,NA,NA,Below Average Discharge,Not present,Yellow tint,Dry. No outfall discharge.,Not Present (0 Items),,,,Other - See Comments,None - Flow Infiltrates or Outfall is Dry,33.56113153,-117.6765599,2022-06-23
Laguna Niguel,L03-708-5,8/4/2022,Dry,Unknown,Priority,43,NA,NA,NA,Below Average Discharge,Not present,Not present,,Not Present (0 Items),,,,,None - Flow Infiltrates or Outfall is Dry,33.56113153,-117.6765599,2022-08-04
Laguna Niguel,L03-708-9,6/23/2022,Flowing,Yes,Priority,53,5766,0.00525,NA,Below Average Discharge,Not present,Yellow tint,Birds dwelling in receiving waters,Sparse (<10 Items),Within area surrounding outfall,,,Other - See Comments,Direct Connection,33.56260598,-117.6759516,2022-06-23
Laguna Niguel,L03-708-9,8/4/2022,Flowing,Yes,Priority,53,NA,0.007,0.005,Below Average Discharge,,,,,,,,,,33.56260598,-117.6759516,2022-08-04
Laguna Niguel,L03-708-9,8/4/2022,Flowing,Yes,Priority,53,4603,0.007313,NA,Below Average Discharge,Not present,Clear,Duck weed in the flow of outfall,Sparse (<10 Items),Within area surrounding outfall,,,,Direct Connection,33.56260598,-117.6759516,2022-08-04
Laguna Woods,I01-11343-1,3/21/2022,,Yes,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,inaccessible,,,Yes,,,,33.61120531,-117.7552383,2022-03-21
Laguna Woods,I01-11343-1,6/14/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,Equal,Not present,"Brown ""tea"" tint",Leaf litter,Not Present (0 Items),,Yes,,Overgrown,None - Flow Infiltrates or Outfall is Dry,33.61120531,-117.7552383,2022-06-14
Laguna Woods,I01-11343-1,8/23/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,Equal,Not present,"Brown ""tea"" tint",,,,Yes,,Overgrown,Undetermined,33.61120531,-117.7552383,2022-08-23
Laguna Woods,I01-11343-2 (I02P18),3/21/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,Below Average Discharge,"Brown ""tea"" tint","Brown ""tea"" tint",,Not Present (0 Items),,Yes,,None,Partial - Significant Distance,33.61211013,-117.7539721,2022-03-21
Laguna Woods,I01-11343-2 (I02P18),6/14/2022,Flowing,Yes,Not A Priority,NA,2417.4,0.003794,NA,Below Average Discharge,Not present,Yellow tint,"Snails, birds nest",Not Present (0 Items),,Yes,,None,Undetermined,33.61211013,-117.7539721,2022-06-14
Laguna Woods,I01-11343-2 (I02P18),8/23/2022,Flowing,Yes,Not A Priority,NA,NA,NA,0,Below Average Discharge,,,volumetric is 0.0004 cfs,,,Yes,,,,33.61211013,-117.7539721,2022-08-23
Laguna Woods,I01-11343-2 (I02P18),8/23/2022,Flowing,Yes,Not A Priority,NA,4573,0.0016,NA,Below Average Discharge,Not present,Surface scum,Black deposits on outfall. Rust colored water.  Bubbles in dissipator.  Wet water mark.  Snails.  Bird nest.,Not Present (0 Items),,Yes,,None,Undetermined,33.61211013,-117.7539721,2022-08-23
Laguna Woods,J01-9273-1,6/14/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,"Brown ""tea"" tint",,Sparse (<10 Items),Within area surrounding outfall,Yes,,Sediment,None - Flow Infiltrates or Outfall is Dry,33.59989171,-117.7073654,2022-06-14
Laguna Woods,J01-9273-1,7/1/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,Below Average Discharge,,,SWN meter inspected,,,Yes,,,,33.59989171,-117.7073654,2022-07-01
Laguna Woods,J01-9273-1,7/1/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,"Brown ""tea"" tint","Organic matter, cloudy",Not Present (0 Items),,Yes,,,None - Flow Infiltrates or Outfall is Dry,33.59989171,-117.7073654,2022-07-01
Laguna Woods,J01-9273-1,8/23/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,,Not Present (0 Items),,Yes,,,None - Flow Infiltrates or Outfall is Dry,33.59989171,-117.7073654,2022-08-23
Lake Forest,J01-10004-1 (J01P01),6/21/2022,Flowing,Yes,Priority,85,NA,0.125,NA,Below Average Discharge,,,,,,Yes,,,,33.63341124,-117.6769005,2022-06-21
Lake Forest,J01-10004-1 (J01P01),6/21/2022,Flowing,Yes,Priority,85,2142,0.133333,NA,Below Average Discharge,Green tint,Not present,Small fish in scour pond.  Turb 5.29 NTU,Moderate (11-50 Items),In flow path of outfall,Yes,,None,Direct Connection,33.63341124,-117.6769005,2022-06-21
Lake Forest,J01-10004-1 (J01P01),6/30/2022,Flowing,Yes,Priority,85,NA,0.12,0.026,Below Average Discharge,,,SWN meter inspected,,,Yes,,,,33.63341124,-117.6769005,2022-06-30
Lake Forest,J01-10004-1 (J01P01),6/30/2022,Flowing,Yes,Priority,85,NA,0.1449,NA,Below Average Discharge,"Brown ""tea"" tint","Brown ""tea"" tint",1500ml/2s,Abundant (>50 Items),In flow path of outfall,Yes,,None,Direct Connection,33.63341124,-117.6769005,2022-06-30
Lake Forest,J01-10004-1 (J01P01),8/18/2022,Pooled or Ponded,Yes,Priority,85,2076.7,0.113333,NA,Below Average Discharge,Not present,Not present,Took flow measurement at pressure transducer. Yellow tinted water,Moderate (11-50 Items),In flow path of outfall,Yes,,None,Direct Connection,33.63341124,-117.6769005,2022-08-18
Lake Forest,J01-10004-2,6/21/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,,Sparse (<10 Items),In flow path of outfall,,,,Partial - Significant Distance,33.63406841,-117.6746996,2022-06-21
Lake Forest,J01-10004-2,8/18/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,,Not Present (0 Items),,,,None,Partial - Significant Distance,33.63406841,-117.6746996,2022-08-18
Lake Forest,J01-10006-1,6/21/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Not Present (0 Items),,,,,None - Flow Infiltrates or Outfall is Dry,33.62836754,-117.6836706,2022-06-21
Lake Forest,J01-10006-1,8/9/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Sparse (<10 Items),In flow path of outfall,,,,Direct Connection,33.62836754,-117.6836706,2022-08-09
Lake Forest,J01-9031-1,6/21/2022,Pooled or Ponded,Unknown,Priority,50,NA,NA,NA,20% Or More Above Average Discharge,Not present,Clear,,Abundant (>50 Items),In flow path of outfall,Yes,,Clogged,Partial - Significant Distance,33.67284809,-117.6388505,2022-06-21
Lake Forest,J01-9031-1,8/18/2022,Other - See Comments,Unknown,Priority,50,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,Deep ponding in dissipator. Ponding back into outfall. Flow coming out of seam of pipe near front of outfall,Sparse (<10 Items),In flow path of outfall,Yes,,None,Partial - Significant Distance,33.67284809,-117.6388505,2022-08-18
Lake Forest,J01-9040-1,4/7/2022,Flowing,Yes,Not A Priority,NA,2390,0.48125,NA,Below Average Discharge,Green tint,Green tint,CHWSRS sampling.  Receiving water flowing into scour pond and ponded dissipator. Murky water at outfall and dissipator.  Sample collected at outfall.  Dried veg coming out of outfall.  Turb is 11.1 NTU.  Water runoff along curb going into manhole.,Sparse (<10 Items),In flow path of outfall,,,Clogged,Direct Connection,33.678031,-117.623537,2022-04-07
Lake Forest,J01-9040-1,4/14/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,Below Average Discharge,"Brown ""tea"" tint","Brown ""tea"" tint",No visible surface velocity at pipe. Sound of flowing water back in pipe,Sparse (<10 Items),Within area surrounding outfall,,,Clogged,Direct Connection,33.678031,-117.623537,2022-04-14
Lake Forest,J01-9040-1,4/21/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Clear,"Brown ""tea"" tint",Mixing - back flow from dissipator (impacted by receiving water mixing),Sparse (<10 Items),Within area surrounding outfall,,,Clogged,Direct Connection,33.678031,-117.623537,2022-04-21
Lake Forest,J01-9040-1,5/12/2022,Flowing,Yes,Not A Priority,NA,NA,0.867895,NA,Below Average Discharge,"Brown ""tea"" tint","Brown ""tea"" tint",Heavy sediment buildup,Sparse (<10 Items),Within area surrounding outfall,,,Sediment,Direct Connection,33.678031,-117.623537,2022-05-12
Lake Forest,J01-9040-1,5/19/2022,Pooled or Ponded,Yes,Not A Priority,NA,1935,NA,NA,Below Average Discharge,"Brown ""tea"" tint","Brown ""tea"" tint",Vegetation and sand removal recommended,Sparse (<10 Items),Within area surrounding outfall,,,Sediment,None - Flow Infiltrates or Outfall is Dry,33.678031,-117.623537,2022-05-19
Lake Forest,J01-9046-1,6/21/2022,Pooled or Ponded,Unknown,Not A Priority,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,,Not Present (0 Items),,,,None,Direct Connection,33.65453345,-117.6597977,2022-06-21
Lake Forest,J01-9046-1,6/30/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,20% Or More Above Average Discharge,,,SWN meter inspected,,,,,,,33.65453345,-117.6597977,2022-06-30
Lake Forest,J01-9046-1,6/30/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,,Not Present (0 Items),,,,,None - Flow Infiltrates or Outfall is Dry,33.65453345,-117.6597977,2022-06-30
Lake Forest,J01-9046-1,8/18/2022,Flowing,Unknown,Not A Priority,NA,1059.8,0.0082,NA,20% Or More Above Average Discharge,Not present,Not present,Increased flow at 0827,Sparse (<10 Items),In flow path of outfall,,,None,Direct Connection,33.65453345,-117.6597977,2022-08-18
Lake Forest,J01-9046-2,6/21/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,,Not Present (0 Items),,,,None,Direct Connection,33.65446074,-117.6596867,2022-06-21
Lake Forest,J01-9046-2,6/30/2022,Flowing,Yes,Not A Priority,NA,NA,0.004,0,Below Average Discharge,,,,,,,,,,33.65446074,-117.6596867,2022-06-30
Lake Forest,J01-9046-2,6/30/2022,Flowing,Yes,Not A Priority,NA,NA,0.004107,NA,Below Average Discharge,Not present,Not present,Voices of potential transients heard further in the pipe.  Vel - 0.56 ft/sec,Sparse (<10 Items),Within area surrounding outfall,,,Other - See Comments,Direct Connection,33.65446074,-117.6596867,2022-06-30
Lake Forest,J01-9046-2,8/18/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),In flow path of outfall,,,None,Direct Connection,33.65446074,-117.6596867,2022-08-18
Lake Forest,J01-9259-3,6/21/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,,Not Present (0 Items),,,,,None - Flow Infiltrates or Outfall is Dry,33.62434247,-117.689955,2022-06-21
Lake Forest,J01-9259-3,8/9/2022,,Yes,Not A Priority,NA,2090,0.013396,NA,20% Or More Above Average Discharge,Not present,Not present,Volumetric: .5 L/5.54 seconds,Sparse (<10 Items),In flow path of outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.62434247,-117.689955,2022-08-09
Lake Forest,J01-9264-1 (J01P06),6/30/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,,Not present,"Brown ""tea"" tint","High presence of sediment at bottom of outfall; birds chirping, insects",Sparse (<10 Items),Within area surrounding outfall,,,Sediment,Partial - Significant Distance,33.66346514,-117.6540685,2022-06-30
Lake Forest,J01-9264-1 (J01P06),9/21/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,,"Brown ""tea"" tint",Not present,Wet water mark,Sparse (<10 Items),In flow path of outfall,,,,Partial - Significant Distance,33.66346514,-117.6540685,2022-09-21
Lake Forest,J01-9275-2,6/21/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Ponded at bike trail,Moderate (11-50 Items),Within area surrounding outfall,,,Damaged,None - Flow Infiltrates or Outfall is Dry,33.65086633,-117.6606465,2022-06-21
Lake Forest,J01-9275-2,9/1/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.65086633,-117.6606465,2022-09-01
Lake Forest,J01-9349-1,6/21/2022,Pooled or Ponded,Unknown,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,,Moderate (11-50 Items),Within area surrounding outfall,Yes,,,Direct Connection,33.64412251,-117.6658163,2022-06-21
Lake Forest,J01-9349-1,6/30/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Below Average Discharge,,,SWN meter inspected,,,Yes,,,,33.64412251,-117.6658163,2022-06-30
Lake Forest,J01-9349-1,6/30/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,"Wet pipe; ponded flow due to sediment at outfall entrance, dry further up the pipe",Moderate (11-50 Items),In flow path of outfall,Yes,,Sediment,None - Flow Infiltrates or Outfall is Dry,33.64412251,-117.6658163,2022-06-30
Lake Forest,J01-9349-1,8/18/2022,Pooled or Ponded,Unknown,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Leaf litter.,Sparse (<10 Items),In flow path of outfall,Yes,,None,Direct Connection,33.64412251,-117.6658163,2022-08-18
Lake Forest,J01-9377-1,6/21/2022,Pooled or Ponded,Unknown,Priority,22,NA,NA,NA,Below Average Discharge,Not present,Not present,Leaf litter,Moderate (11-50 Items),Within area surrounding outfall,Yes,,Overgrown,Direct Connection,33.65809197,-117.6577684,2022-06-21
Lake Forest,J01-9377-1,6/30/2022,Dry,Unknown,Priority,22,NA,NA,NA,Below Average Discharge,,,,,,Yes,,,,33.65809197,-117.6577684,2022-06-30
Lake Forest,J01-9377-1,6/30/2022,Dry,Unknown,Priority,22,NA,NA,NA,Below Average Discharge,Not present,Not present,Wet pipe,Moderate (11-50 Items),Within area surrounding outfall,Yes,,Overgrown,None - Flow Infiltrates or Outfall is Dry,33.65809197,-117.6577684,2022-06-30
Lake Forest,J01-9377-1,8/18/2022,,Unknown,Priority,22,1347.9,0.001,NA,Below Average Discharge,Green tint,Not present,Insufficient flow for sampling. Leaf litter at outfall.,Sparse (<10 Items),In flow path of outfall,Yes,,None,Direct Connection,33.65809197,-117.6577684,2022-08-18
Lake Forest,J01-9377-2 (J01TBN8),6/21/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,"Recent discharge, moist, leaf litter and flies",Moderate (11-50 Items),In flow path of outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.66001815,-117.653411,2022-06-21
Lake Forest,J01-9377-2 (J01TBN8),9/1/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.66001815,-117.653411,2022-09-01
Lake Forest,J01-9782-1 (J01TBN3),6/21/2022,Pooled or Ponded,Unknown,Not A Priority,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,,Not Present (0 Items),,,,,Direct Connection,33.63275609,-117.6769216,2022-06-21
Lake Forest,J01-9782-1 (J01TBN3),8/18/2022,Flowing,Unknown,Not A Priority,NA,1258.2,0.004835,NA,20% Or More Above Average Discharge,Not present,Not present,Clear water,Sparse (<10 Items),In flow path of outfall,,,None,Direct Connection,33.63275609,-117.6769216,2022-08-18
Lake Forest,J01-9785-1,8/1/2022,Flowing,Yes,Not A Priority,NA,1150,0.004583,NA,Below Average Discharge,Not present,Not present,Flies and small larvae in path,Sparse (<10 Items),In flow path of outfall,,,,Direct Connection,33.61716175,-117.693665,2022-08-01
Lake Forest,J01-9785-1,9/14/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Abundant trash on service road on east side of Muirlands east,Sparse (<10 Items),In flow path of outfall,,,None,Direct Connection,33.61716175,-117.693665,2022-09-14
Mission Viejo,J01-9066-1 (J01P04),6/21/2022,Flowing,Yes,Priority,41,NA,0.004,0.001,Below Average Discharge,,,,,,,,,,33.6093405,-117.6928876,2022-06-21
Mission Viejo,J01-9066-1 (J01P04),6/21/2022,Flowing,Yes,Priority,41,1832,0.003557,NA,Below Average Discharge,Not present,Not present,,Moderate (11-50 Items),In flow path of outfall,,,,Direct Connection,33.6093405,-117.6928876,2022-06-21
Mission Viejo,J01-9066-1 (J01P04),7/1/2022,Flowing,Yes,Priority,41,NA,0,0,Below Average Discharge,,,"SWN meter inspected, tilted. Fixed. Extremely trickle flow. Leaves created ponding",,,,,,,33.6093405,-117.6928876,2022-07-01
Mission Viejo,J01-9066-1 (J01P04),7/1/2022,Flowing,Yes,Priority,41,NA,1.95e-4,NA,Below Average Discharge,Not present,Not present,L-0.0026? & 6?/40s           R-0.0026? & 6?/40s           50ml/20s,Sparse (<10 Items),Within area surrounding outfall,,,,Direct Connection,33.6093405,-117.6928876,2022-07-01
Mission Viejo,J01-9066-1 (J01P04),8/9/2022,Flowing,Yes,Priority,41,NA,NA,0.007,Below Average Discharge,,,,,,,,,,33.6093405,-117.6928876,2022-08-09
Mission Viejo,J01-9066-1 (J01P04),8/9/2022,Flowing,Yes,Priority,41,1811,0.007772,NA,Below Average Discharge,Not present,Not present,Volumetric: 1 L/5 secs,Sparse (<10 Items),Within area surrounding outfall,,,,Direct Connection,33.6093405,-117.6928876,2022-08-09
Mission Viejo,J01-9066-2 (J01P03),6/21/2022,Flowing,Yes,Priority,64,NA,NA,NA,Below Average Discharge,,,,,,,Yes,,,33.61059435,-117.6927683,2022-06-21
Mission Viejo,J01-9066-2 (J01P03),6/21/2022,Flowing,Yes,Priority,64,NA,0.365414,NA,Below Average Discharge,"Brown ""tea"" tint",Not present,,Sparse (<10 Items),In flow path of outfall,,Yes,Graffiti,Direct Connection,33.61059435,-117.6927683,2022-06-21
Mission Viejo,J01-9066-2 (J01P03),7/1/2022,Flowing,Yes,Priority,64,NA,NA,NA,Below Average Discharge,Not present,Surface scum,Graffiti cans present that have broken and are leaking into the receiving water.,Abundant (>50 Items),In flow path of outfall,,Yes,Other - See Comments,Direct Connection,33.61059435,-117.6927683,2022-07-01
Mission Viejo,J01-9066-2 (J01P03),7/1/2022,Flowing,Yes,Priority,64,NA,NA,0.002,Below Average Discharge,,,SWN meter inspected,,,,Yes,,,33.61059435,-117.6927683,2022-07-01
Mission Viejo,J01-9066-2 (J01P03),7/1/2022,Flowing,Yes,Priority,64,NA,0.017671,NA,Below Average Discharge,Not present,Surface scum,Big paint spill in RW,Abundant (>50 Items),In flow path of outfall,,Yes,Graffiti,Direct Connection,33.61059435,-117.6927683,2022-07-01
