FACILITYID,JURISDICTI,PRIORITY,LSPC_LU_DESC,LSPC_LU_CODE,RC_Group,EMC_Group,RC,Shape_Area,AREA,PERCENTAGE,JTribArea,EMCgroupArea,PerCentLU,,,,,,Agriculture ,Business ,Developed Open Space ,Highway/ Arterial ,Multi-Family ,Open Space ,Single Family ,Surface Street ,Water ,,,
I01-11077-1,LAGUNA BEACH,1,TRANS,60,Streets and Roads,surface street,0.471,121766.3048,2.795380896,2.367878876,8675.433916,478.2922327,5.513179367,,,,,,,,,,,,,,,,,
I01-11077-1,LAGUNA BEACH,1,OSAGIR,70,Agriculture,agriculture,0.222,324470.6392,7.448850714,6.309686197,8675.433916,88.26900078,1.017459203,,,,,,,,,,,,,,,,,
I01-11077-1,LAGUNA BEACH,1,OSDEV,75,Developed Open Space,developed open space,0.217,85776.22543,1.969159057,1.668012449,8675.433916,689.350204,7.946002594,,,,,,,,,,,,,,,,,
I01-11077-1,LAGUNA BEACH,1,OSLOW,77,Open Space,open space,0.078,2193416.909,50.35412494,42.65338899,8675.433916,5151.062692,59.37527439,,,,,,,,,,,,,,,,,
LC05-11017-1,LAGUNA BEACH,1,COMM,10,Commercial,business,0.486,450069.2446,10.33220948,16.17359171,8675.433916,244.964705,2.823659397,,,,,,,,,,,,,,,,,
LC05-11017-1,LAGUNA BEACH,1,RESSFH,50,Single Family Residential,single family,0.405,670106.4301,15.3835884,24.08080075,8675.433916,1520.914314,17.53127658,,,,,,,,,,,,,,,,,
LC05-11017-1,LAGUNA BEACH,1,RESMF,52,Multi-family Residential,multi-family,0.485,94767.74189,2.175576698,3.405553219,8675.433916,260.1326427,2.998497196,,,,,,,,,,,,,,,,,
LC05-11017-1,LAGUNA BEACH,1,TRANS,60,Streets and Roads,surface street,0.471,371021.4311,8.517514124,13.33294646,8675.433916,478.2922327,5.513179367,,,,,,,,,,,,,,,,,
LC05-11017-1,LAGUNA BEACH,1,OSAGIR,70,Agriculture,agriculture,0.222,19258.31018,0.442111736,0.692062498,8675.433916,88.26900078,1.017459203,,,,,,,,,,,,,,,,,
LC05-11017-1,LAGUNA BEACH,1,OSDEV,75,Developed Open Space,developed open space,0.217,189923.6845,4.360065293,6.825056736,8675.433916,689.350204,7.946002594,,,,,,,,,,,,,,,,,
LC05-11017-1,LAGUNA BEACH,1,OSIRR,76,Developed Open Space,developed open space,0.217,144274.4979,3.312099977,5.184617371,8675.433916,689.350204,7.946002594,,,,,,,,,,,,,,,,,
LC05-11017-1,LAGUNA BEACH,1,OSLOW,77,Open Space,open space,0.078,843320.0789,19.36004252,30.30536924,8675.433916,5151.062692,59.37527439,,,,,,,,,,,,,,,,,
DP04-12015-1,LAGUNA BEACH,1,EDU,20,Education,business,0.422,88921.22439,2.041358588,1.141046575,8675.433916,244.964705,2.823659397,,,,,,,,,,,,,,,,,
DP04-12015-1,LAGUNA BEACH,1,RESSFH,50,Single Family Residential,single family,0.405,870905.9932,19.99333051,11.175558,8675.433916,1520.914314,17.53127658,,,,,,,,,,,,,,,,,
DP04-12015-1,LAGUNA BEACH,1,RESMF,52,Multi-family Residential,multi-family,0.485,597811.0189,13.72390749,7.671174346,8675.433916,260.1326427,2.998497196,,,,,,,,,,,,,,,,,
DP04-12015-1,LAGUNA BEACH,1,TRANS,60,Streets and Roads,surface street,0.471,111813.7002,2.56689962,1.43480525,8675.433916,478.2922327,5.513179367,,,,,,,,,,,,,,,,,
DP04-12015-1,LAGUNA BEACH,1,OSAGIR,70,Agriculture,agriculture,0.222,529214.0783,12.14913212,6.790931135,8675.433916,88.26900078,1.017459203,,,,,,,,,,,,,,,,,
DP04-12015-1,LAGUNA BEACH,1,OSDEV,75,Developed Open Space,developed open space,0.217,889285.9464,20.41527786,11.4114115,8675.433916,689.350204,7.946002594,,,,,,,,,,,,,,,,,
DP04-12015-1,LAGUNA BEACH,1,OSLOW,77,Open Space,open space,0.078,4678938.268,107.4140722,60.0406317,8675.433916,5151.062692,59.37527439,,,,,,,,,,,,,,,,,
DP04-12015-1,LAGUNA BEACH,1,OSFOR,78,Open Space,open space,0.078,26062.80816,0.59832214,0.334440716,8675.433916,5151.062692,59.37527439,,,,,,,,,,,,,,,,,
J05-9800-2,LAGUNA HILLS,1,IND,30,Light Industrial,business,0.414,46.752639,0.001073297,0.004213478,95.518144,11.43740171,11.97406192,,,,,,,,,,,,,,,,,
J05-9800-2,LAGUNA HILLS,1,TRANS,60,Streets and Roads,surface street,0.471,70507.2724,1.618630726,6.354312255,95.518144,13.44505011,14.07591222,,,,,,,,,,,,,,,,,
J05-9800-2,LAGUNA HILLS,1,OSDEV,75,Developed Open Space,developed open space,0.217,141551.3607,3.2495851,12.75700386,95.518144,11.10829034,11.62950815,,,,,,,,,,,,,,,,,
J05-9800-2,LAGUNA HILLS,1,OSIRR,76,Developed Open Space,developed open space,0.217,11781.91774,0.270476696,1.061819324,95.518144,11.10829034,11.62950815,,,,,,,,,,,,,,,,,
J05-9800-2,LAGUNA HILLS,1,OSLOW,77,Open Space,open space,0.078,885709.9321,20.33318354,79.82265211,95.518144,25.14100334,26.3206573,,,,,,,,,,,,,,,,,
J05-9255-1 (J05P01),LAGUNA HILLS,1,COMM,10,Commercial,business,0.486,498164.473,11.43632841,16.32707047,95.518144,11.43740171,11.97406192,,,,,,,,,,,,,,,,,
J05-9255-1 (J05P01),LAGUNA HILLS,1,RESSFH,50,Single Family Residential,single family,0.405,1085346.706,24.91623158,35.57164977,95.518144,24.91623158,26.08533891,,,,,,,,,,,,,,,,,
J05-9255-1 (J05P01),LAGUNA HILLS,1,RESMF,52,Multi-family Residential,multi-family,0.485,412518.8207,9.470166915,13.52008066,95.518144,9.470166915,9.914521491,,,,,,,,,,,,,,,,,
J05-9255-1 (J05P01),LAGUNA HILLS,1,TRANS,60,Streets and Roads,surface street,0.471,515156.7676,11.82641938,16.88398372,95.518144,13.44505011,14.07591222,,,,,,,,,,,,,,,,,
J05-9255-1 (J05P01),LAGUNA HILLS,1,OSDEV,75,Developed Open Space,developed open space,0.217,330541.9133,7.588228547,10.83333197,95.518144,11.10829034,11.62950815,,,,,,,,,,,,,,,,,
J05-9255-1 (J05P01),LAGUNA HILLS,1,OSLOW,77,Open Space,open space,0.078,209427.7929,4.807819804,6.863882352,95.518144,25.14100334,26.3206573,,,,,,,,,,,,,,,,,
J03-9215-1,LAGUNA NIGUEL,1,COMM,10,Commercial,business,0.486,13052.43973,0.299643984,0.460082534,1034.564945,16.76834196,1.620810955,,,,,,,,,,,,,,,,,
J03-9215-1,LAGUNA NIGUEL,1,RESSFH,50,Single Family Residential,single family,0.405,738031.6654,16.94294347,26.0147134,1034.564945,344.6167231,33.31030351,,,,,,,,,,,,,,,,,
J03-9215-1,LAGUNA NIGUEL,1,RESMF,52,Multi-family Residential,multi-family,0.485,2070.768683,0.047538498,0.072992063,1034.564945,50.5549156,4.886586951,,,,,,,,,,,,,,,,,
J03-9215-1,LAGUNA NIGUEL,1,TRANS,60,Streets and Roads,surface street,0.471,252600.4767,5.798932211,8.903857806,1034.564945,129.2983601,12.49784856,,,,,,,,,,,,,,,,,
J03-9215-1,LAGUNA NIGUEL,1,OSDEV,75,Developed Open Space,developed open space,0.217,780817.907,17.92518435,27.52287607,1034.564945,278.7122841,26.94004716,,,,,,,,,,,,,,,,,
J03-9215-1,LAGUNA NIGUEL,1,OSLOW,77,Open Space,open space,0.078,993514.0357,22.80803512,35.02015443,1034.564945,209.3270241,20.23333819,,,,,,,,,,,,,,,,,
J03-9215-1,LAGUNA NIGUEL,1,OSFOR,78,Open Space,open space,0.078,56890.48308,1.306031007,2.005319936,1034.564945,209.3270241,20.23333819,,,,,,,,,,,,,,,,,
K01-12155-1,LAGUNA NIGUEL,1,RESSFH,50,Single Family Residential,single family,0.405,935889.2114,21.48514589,33.69788539,1034.564945,344.6167231,33.31030351,,,,,,,,,,,,,,,,,
K01-12155-1,LAGUNA NIGUEL,1,TRANS,60,Streets and Roads,surface street,0.471,378184.0996,8.681947023,13.61700112,1034.564945,129.2983601,12.49784856,,,,,,,,,,,,,,,,,
K01-12155-1,LAGUNA NIGUEL,1,OSDEV,75,Developed Open Space,developed open space,0.217,258905.9888,5.943687429,9.322240527,1034.564945,278.7122841,26.94004716,,,,,,,,,,,,,,,,,
K01-12155-1,LAGUNA NIGUEL,1,OSLOW,77,Open Space,open space,0.078,1204314.195,27.64736026,43.36286949,1034.564945,209.3270241,20.23333819,,,,,,,,,,,,,,,,,
K01-12036-1,LAGUNA NIGUEL,1,RESSFH,50,Single Family Residential,single family,0.405,1098116.371,25.20938392,18.2934606,1034.564945,344.6167231,33.31030351,,,,,,,,,,,,,,,,,
K01-12036-1,LAGUNA NIGUEL,1,RESMF,52,Multi-family Residential,multi-family,0.485,34.84500675,8.00E-04,5.80E-04,1034.564945,50.5549156,4.886586951,,,,,,,,,,,,,,,,,
K01-12036-1,LAGUNA NIGUEL,1,TRANS,60,Streets and Roads,surface street,0.471,722297.5034,16.58173537,12.03271462,1034.564945,129.2983601,12.49784856,,,,,,,,,,,,,,,,,
K01-12036-1,LAGUNA NIGUEL,1,OSDEV,75,Developed Open Space,developed open space,0.217,2613371.44,59.99499296,43.53601195,1034.564945,278.7122841,26.94004716,,,,,,,,,,,,,,,,,
K01-12036-1,LAGUNA NIGUEL,1,OSLOW,77,Open Space,open space,0.078,1285539.865,29.51205251,21.41573834,1034.564945,209.3270241,20.23333819,,,,,,,,,,,,,,,,,
K01-12036-1,LAGUNA NIGUEL,1,OSFOR,78,Open Space,open space,0.078,283420.9951,6.506476786,4.721494864,1034.564945,209.3270241,20.23333819,,,,,,,,,,,,,,,,,
K01-12156-1,LAGUNA NIGUEL,1,COMM,10,Commercial,business,0.486,5840.628174,0.134082909,0.151698218,1034.564945,16.76834196,1.620810955,,,,,,,,,,,,,,,,,
K01-12156-1,LAGUNA NIGUEL,1,EDU,20,Education,business,0.422,143504.3332,3.294419357,3.727227778,1034.564945,16.76834196,1.620810955,,,,,,,,,,,,,,,,,
K01-12156-1,LAGUNA NIGUEL,1,RESSFH,50,Single Family Residential,single family,0.405,1564627.207,35.9190419,40.63795049,1034.564945,344.6167231,33.31030351,,,,,,,,,,,,,,,,,
K01-12156-1,LAGUNA NIGUEL,1,RESMF,52,Multi-family Residential,multi-family,0.485,984599.9665,22.60339543,25.57294448,1034.564945,50.5549156,4.886586951,,,,,,,,,,,,,,,,,
K01-12156-1,LAGUNA NIGUEL,1,TRANS,60,Streets and Roads,surface street,0.471,466093.9199,10.70008688,12.10582403,1034.564945,129.2983601,12.49784856,,,,,,,,,,,,,,,,,
K01-12156-1,LAGUNA NIGUEL,1,OSDEV,75,Developed Open Space,developed open space,0.217,641992.1343,14.73817039,16.67441577,1034.564945,278.7122841,26.94004716,,,,,,,,,,,,,,,,,
K01-12156-1,LAGUNA NIGUEL,1,OSLOW,77,Open Space,open space,0.078,22275.07174,0.511367329,0.578548844,1034.564945,209.3270241,20.23333819,,,,,,,,,,,,,,,,,
K01-12156-1,LAGUNA NIGUEL,1,OSFOR,78,Open Space,open space,0.078,21229.47802,0.487363704,0.551391713,1034.564945,209.3270241,20.23333819,,,,,,,,,,,,,,,,,
K01-12156-3,LAGUNA NIGUEL,1,RESSFH,50,Single Family Residential,single family,0.405,2249678.264,51.64571309,39.69057323,1034.564945,344.6167231,33.31030351,,,,,,,,,,,,,,,,,
K01-12156-3,LAGUNA NIGUEL,1,RESMF,52,Multi-family Residential,multi-family,0.485,141640.5908,3.251633547,2.498933439,1034.564945,50.5549156,4.886586951,,,,,,,,,,,,,,,,,
K01-12156-3,LAGUNA NIGUEL,1,TRANS,60,Streets and Roads,surface street,0.471,742853.5755,17.05363974,13.10600041,1034.564945,129.2983601,12.49784856,,,,,,,,,,,,,,,,,
K01-12156-3,LAGUNA NIGUEL,1,OSDEV,75,Developed Open Space,developed open space,0.217,1091701.349,25.0621147,19.26064409,1034.564945,278.7122841,26.94004716,,,,,,,,,,,,,,,,,
K01-12156-3,LAGUNA NIGUEL,1,OSIRR,76,Developed Open Space,developed open space,0.217,208069.2659,4.77663219,3.670919779,1034.564945,278.7122841,26.94004716,,,,,,,,,,,,,,,,,
K01-12156-3,LAGUNA NIGUEL,1,OSLOW,77,Open Space,open space,0.078,1234098.65,28.33111999,21.772928,1034.564945,209.3270241,20.23333819,,,,,,,,,,,,,,,,,
K01-12062-1,LAGUNA NIGUEL,1,COMM,10,Commercial,business,0.486,163420.4661,3.751632687,1.449394459,1034.564945,16.76834196,1.620810955,,,,,,,,,,,,,,,,,
K01-12062-1,LAGUNA NIGUEL,1,UTIL,40,Commercial,business,0.486,159219.0716,3.655181553,1.412131819,1034.564945,16.76834196,1.620810955,,,,,,,,,,,,,,,,,
K01-12062-1,LAGUNA NIGUEL,1,RESSFH,50,Single Family Residential,single family,0.405,3972689.791,91.20077323,35.23423173,1034.564945,344.6167231,33.31030351,,,,,,,,,,,,,,,,,
K01-12062-1,LAGUNA NIGUEL,1,RESMF,52,Multi-family Residential,multi-family,0.485,408611.8186,9.380474129,3.624024089,1034.564945,50.5549156,4.886586951,,,,,,,,,,,,,,,,,
K01-12062-1,LAGUNA NIGUEL,1,TRANS,60,Streets and Roads,surface street,0.471,1919961.409,44.07642536,17.02835327,1034.564945,129.2983601,12.49784856,,,,,,,,,,,,,,,,,
K01-12062-1,LAGUNA NIGUEL,1,OSAGIR,70,Agriculture,agriculture,0.222,34.31225113,7.88E-04,3.04E-04,1034.564945,7.88E-04,7.61E-05,,,,,,,,,,,,,,,,,
K01-12062-1,LAGUNA NIGUEL,1,OSDEV,75,Developed Open Space,developed open space,0.217,2081893.939,47.7938996,18.46455105,1034.564945,278.7122841,26.94004716,,,,,,,,,,,,,,,,,
K01-12062-1,LAGUNA NIGUEL,1,OSIRR,76,Developed Open Space,developed open space,0.217,1092021.974,25.06947525,9.685265475,1034.564945,278.7122841,26.94004716,,,,,,,,,,,,,,,,,
K01-12062-1,LAGUNA NIGUEL,1,OSLOW,77,Open Space,open space,0.078,1477232.677,33.91273155,13.10174245,1034.564945,209.3270241,20.23333819,,,,,,,,,,,,,,,,,
L03-455-6,LAGUNA NIGUEL,1,COMM,10,Commercial,business,0.486,11521.15867,0.264490467,4.953433318,1034.564945,16.76834196,1.620810955,,,,,,,,,,,,,,,,,
L03-455-6,LAGUNA NIGUEL,1,TRANS,60,Streets and Roads,surface street,0.471,36586.21793,0.839907352,15.72996225,1034.564945,129.2983601,12.49784856,,,,,,,,,,,,,,,,,
L03-455-6,LAGUNA NIGUEL,1,TRFWY,61,Freeway,highway/arterial,0.45,175666.326,4.032760071,75.52638214,1034.564945,5.28650822,0.510988532,,,,,,,,,,,,,,,,,
L03-455-6,LAGUNA NIGUEL,1,TROTH,62,Streets and Roads,surface street,0.471,8815.674647,0.202380852,3.790231328,1034.564945,129.2983601,12.49784856,,,,,,,,,,,,,,,,,
L03-418-3,LAGUNA NIGUEL,1,COMM,10,Commercial,business,0.486,233867.9566,5.368891003,80.88285658,1034.564945,16.76834196,1.620810955,,,,,,,,,,,,,,,,,
L03-418-3,LAGUNA NIGUEL,1,TRFWY,61,Freeway,highway/arterial,0.45,54613.05091,1.253748149,18.8878358,1034.564945,5.28650822,0.510988532,,,,,,,,,,,,,,,,,
L03-418-3,LAGUNA NIGUEL,1,OSDEV,75,Developed Open Space,developed open space,0.217,663.0033698,0.015220524,0.229298649,1034.564945,278.7122841,26.94004716,,,,,,,,,,,,,,,,,
K01-12155-5,LAGUNA NIGUEL,1,RESSFH,50,Single Family Residential,single family,0.405,1297537.292,29.78747664,20.25729461,1034.564945,344.6167231,33.31030351,,,,,,,,,,,,,,,,,
K01-12155-5,LAGUNA NIGUEL,1,RESMF,52,Multi-family Residential,multi-family,0.485,659010.1428,15.12885167,10.28853867,1034.564945,50.5549156,4.886586951,,,,,,,,,,,,,,,,,
K01-12155-5,LAGUNA NIGUEL,1,TRANS,60,Streets and Roads,surface street,0.471,322872.1911,7.412155249,5.040716083,1034.564945,129.2983601,12.49784856,,,,,,,,,,,,,,,,,
K01-12155-5,LAGUNA NIGUEL,1,OSDEV,75,Developed Open Space,developed open space,0.217,1753656.619,40.25857744,27.37827959,1034.564945,278.7122841,26.94004716,,,,,,,,,,,,,,,,,
K01-12155-5,LAGUNA NIGUEL,1,OSLOW,77,Open Space,open space,0.078,2019169.579,46.35394066,31.52349706,1034.564945,209.3270241,20.23333819,,,,,,,,,,,,,,,,,
K01-12155-5,LAGUNA NIGUEL,1,OSFOR,78,Open Space,open space,0.078,353038.3601,8.104677968,5.511673624,1034.564945,209.3270241,20.23333819,,,,,,,,,,,,,,,,,
J03-9234-5,LAGUNA NIGUEL,1,RESSFH,50,Single Family Residential,single family,0.405,3154874.613,72.426245,55.0770728,1034.564945,344.6167231,33.31030351,,,,,,,,,,,,,,,,,
J03-9234-5,LAGUNA NIGUEL,1,RESMF,52,Multi-family Residential,multi-family,0.485,6195.182505,0.142222389,0.108154066,1034.564945,50.5549156,4.886586951,,,,,,,,,,,,,,,,,
J03-9234-5,LAGUNA NIGUEL,1,TRANS,60,Streets and Roads,surface street,0.471,781948.9679,17.95115004,13.6510846,1034.564945,129.2983601,12.49784856,,,,,,,,,,,,,,,,,
J03-9234-5,LAGUNA NIGUEL,1,OSDEV,75,Developed Open Space,developed open space,0.217,853170.7933,19.58618471,14.89445879,1034.564945,278.7122841,26.94004716,,,,,,,,,,,,,,,,,
J03-9234-5,LAGUNA NIGUEL,1,OSIRR,76,Developed Open Space,developed open space,0.217,764394.1185,17.54814454,13.34461609,1034.564945,278.7122841,26.94004716,,,,,,,,,,,,,,,,,
J03-9234-5,LAGUNA NIGUEL,1,OSLOW,77,Open Space,open space,0.078,165070.2724,3.789507178,2.881758715,1034.564945,209.3270241,20.23333819,,,,,,,,,,,,,,,,,
J03-9234-5,LAGUNA NIGUEL,1,OSFOR,78,Open Space,open space,0.078,2455.035119,0.056360077,0.042859436,1034.564945,209.3270241,20.23333819,,,,,,,,,,,,,,,,,
I01-11343-2 (I02P18),LAGUNA WOODS,1,RESMF,52,Multi-family Residential,multi-family,0.485,1790988.615,41.11560558,87.83305929,110.8414016,93.36619279,84.234042,,,,,,,,,,,,,,,,,
I01-11343-2 (I02P18),LAGUNA WOODS,1,TRANS,60,Streets and Roads,surface street,0.471,200544.027,4.603875784,9.835012497,110.8414016,9.374335422,8.457431326,,,,,,,,,,,,,,,,,
I01-11343-2 (I02P18),LAGUNA WOODS,1,OSDEV,75,Developed Open Space,developed open space,0.217,47549.94816,1.091600972,2.331928512,110.8414016,8.100873407,7.308526677,,,,,,,,,,,,,,,,,
J01-9273-1,LAGUNA WOODS,1,RESMF,52,Multi-family Residential,multi-family,0.485,1222486.833,28.06454827,91.44679551,110.8414016,93.36619279,84.234042,,,,,,,,,,,,,,,,,
J01-9273-1,LAGUNA WOODS,1,TRANS,60,Streets and Roads,surface street,0.471,114333.3958,2.624744102,8.552585094,110.8414016,9.374335422,8.457431326,,,,,,,,,,,,,,,,,
J01-9273-1,LAGUNA WOODS,1,OSDEV,75,Developed Open Space,developed open space,0.217,8.299722386,1.91E-04,6.21E-04,110.8414016,8.100873407,7.308526677,,,,,,,,,,,,,,,,,
I01-11343-1,LAGUNA WOODS,1,RESMF,52,Multi-family Residential,multi-family,0.485,1053539.642,24.18603894,72.54178831,110.8414016,93.36619279,84.234042,,,,,,,,,,,,,,,,,
I01-11343-1,LAGUNA WOODS,1,TRANS,60,Streets and Roads,surface street,0.471,93466.99489,2.145715536,6.43569799,110.8414016,9.374335422,8.457431326,,,,,,,,,,,,,,,,,
I01-11343-1,LAGUNA WOODS,1,OSDEV,75,Developed Open Space,developed open space,0.217,78878.00847,1.810797153,5.431168951,110.8414016,8.100873407,7.308526677,,,,,,,,,,,,,,,,,
I01-11343-1,LAGUNA WOODS,1,OSIRR,76,Developed Open Space,developed open space,0.217,226436.3777,5.198284745,15.59134476,110.8414016,8.100873407,7.308526677,,,,,,,,,,,,,,,,,
J01-9040-1,LAKE FOREST,1,COMM,10,Commercial,business,0.486,100125.6485,2.298577801,1.5730032,1461.515246,295.6019238,20.22571606,,,,,,,,,,,,,,,,,
J01-9040-1,LAKE FOREST,1,IND,30,Light Industrial,business,0.414,150.6391184,0.003458212,0.002366585,1461.515246,295.6019238,20.22571606,,,,,,,,,,,,,,,,,
J01-9040-1,LAKE FOREST,1,RESSFH,50,Single Family Residential,single family,0.405,3326690.396,76.37060841,52.26327836,1461.515246,428.2969983,29.30499695,,,,,,,,,,,,,,,,,
J01-9040-1,LAKE FOREST,1,RESMF,52,Multi-family Residential,multi-family,0.485,998655.4874,22.92606708,15.68916957,1461.515246,125.7177598,8.601878095,,,,,,,,,,,,,,,,,
J01-9040-1,LAKE FOREST,1,TRANS,60,Streets and Roads,surface street,0.471,982698.7052,22.5597483,15.43848386,1461.515246,225.7273941,15.44475124,,,,,,,,,,,,,,,,,
J01-9040-1,LAKE FOREST,1,OSDEV,75,Developed Open Space,developed open space,0.217,642805.7378,14.75684823,10.098666,1461.515246,245.0374811,16.76598871,,,,,,,,,,,,,,,,,
J01-9040-1,LAKE FOREST,1,OSIRR,76,Developed Open Space,developed open space,0.217,55515.72051,1.274470674,0.872168194,1461.515246,245.0374811,16.76598871,,,,,,,,,,,,,,,,,
J01-9040-1,LAKE FOREST,1,OSLOW,77,Open Space,open space,0.078,191674.469,4.400257936,3.011261926,1461.515246,100.4994391,6.876386636,,,,,,,,,,,,,,,,,
J01-9040-1,LAKE FOREST,1,OSFOR,78,Open Space,open space,0.078,66936.95084,1.536667093,1.05159906,1461.515246,100.4994391,6.876386636,,,,,,,,,,,,,,,,,
J01-9264-1 (J01P06),LAKE FOREST,1,COMM,10,Commercial,business,0.486,4212261.25,96.70059916,14.20122908,1461.515246,295.6019238,20.22571606,,,,,,,,,,,,,,,,,
J01-9264-1 (J01P06),LAKE FOREST,1,EDU,20,Education,business,0.422,483609.1689,11.10218327,1.630441272,1461.515246,295.6019238,20.22571606,,,,,,,,,,,,,,,,,
J01-9264-1 (J01P06),LAKE FOREST,1,IND,30,Light Industrial,business,0.414,6519394.501,149.6653025,21.97950442,1461.515246,295.6019238,20.22571606,,,,,,,,,,,,,,,,,
J01-9264-1 (J01P06),LAKE FOREST,1,UTIL,40,Commercial,business,0.486,70410.8243,1.616416574,0.237383245,1461.515246,295.6019238,20.22571606,,,,,,,,,,,,,,,,,
J01-9264-1 (J01P06),LAKE FOREST,1,RESSFH,50,Single Family Residential,single family,0.405,5377099.137,123.4417044,18.12836671,1461.515246,428.2969983,29.30499695,,,,,,,,,,,,,,,,,
J01-9264-1 (J01P06),LAKE FOREST,1,RESSFL,51,Single Family Residential,single family,0.405,170141.7664,3.905933126,0.573616416,1461.515246,428.2969983,29.30499695,,,,,,,,,,,,,,,,,
J01-9264-1 (J01P06),LAKE FOREST,1,RESMF,52,Multi-family Residential,multi-family,0.485,1028505.342,23.61132819,3.467505718,1461.515246,125.7177598,8.601878095,,,,,,,,,,,,,,,,,
J01-9264-1 (J01P06),LAKE FOREST,1,TRANS,60,Streets and Roads,surface street,0.471,2981351.698,68.44269109,10.05133725,1461.515246,225.7273941,15.44475124,,,,,,,,,,,,,,,,,
J01-9264-1 (J01P06),LAKE FOREST,1,TRFWY,61,Freeway,highway/arterial,0.45,1595062.514,36.61774321,5.377598114,1461.515246,40.63424976,2.780282304,,,,,,,,,,,,,,,,,
J01-9264-1 (J01P06),LAKE FOREST,1,OSDEV,75,Developed Open Space,developed open space,0.217,2893739.043,66.43137324,9.75595971,1461.515246,245.0374811,16.76598871,,,,,,,,,,,,,,,,,
J01-9264-1 (J01P06),LAKE FOREST,1,OSIRR,76,Developed Open Space,developed open space,0.217,2372746.693,54.47098679,7.999484679,1461.515246,245.0374811,16.76598871,,,,,,,,,,,,,,,,,
J01-9264-1 (J01P06),LAKE FOREST,1,OSLOW,77,Open Space,open space,0.078,1950823.906,44.78493364,6.577013042,1461.515246,100.4994391,6.876386636,,,,,,,,,,,,,,,,,
J01-9264-1 (J01P06),LAKE FOREST,1,OSFOR,78,Open Space,open space,0.078,6098.593764,0.140005008,0.020560816,1461.515246,100.4994391,6.876386636,,,,,,,,,,,,,,,,,
J01-9377-2 (J01TBN8),LAKE FOREST,1,COMM,10,Commercial,business,0.486,319118.3581,7.325978755,7.44370221,1461.515246,295.6019238,20.22571606,,,,,,,,,,,,,,,,,
J01-9377-2 (J01TBN8),LAKE FOREST,1,UTIL,40,Commercial,business,0.486,4341.272218,0.099662295,0.1012638,1461.515246,295.6019238,20.22571606,,,,,,,,,,,,,,,,,
J01-9377-2 (J01TBN8),LAKE FOREST,1,RESMF,52,Multi-family Residential,multi-family,0.485,1441344.121,33.08884036,33.62055533,1461.515246,125.7177598,8.601878095,,,,,,,,,,,,,,,,,
J01-9377-2 (J01TBN8),LAKE FOREST,1,TRANS,60,Streets and Roads,surface street,0.471,675710.6331,15.51224371,15.76151483,1461.515246,225.7273941,15.44475124,,,,,,,,,,,,,,,,,
J01-9377-2 (J01TBN8),LAKE FOREST,1,TRFWY,61,Freeway,highway/arterial,0.45,174958.3254,4.016506548,4.081049054,1461.515246,40.63424976,2.780282304,,,,,,,,,,,,,,,,,
J01-9377-2 (J01TBN8),LAKE FOREST,1,OSDEV,75,Developed Open Space,developed open space,0.217,1190676.826,27.33428808,27.77353134,1461.515246,245.0374811,16.76598871,,,,,,,,,,,,,,,,,
