Station,Sample Type,Parameter,Qualifier,ResultAvg,Units
K01-12159-3,Total,"Ammonia, as Nitrogen",NA,0.9,mg/L
L05-489-3,Total,"Ammonia, as Nitrogen",NA,1.35,mg/L
L05-049-1,Total,"Ammonia, as Nitrogen",NA,0.9950000000000001,mg/L
L02-374-1 (L02P50),Total,"Ammonia, as Nitrogen",NA,1.805,mg/L
L01-404-1,Total,"Ammonia, as Nitrogen",<,0.05,mg/L
L01-340-1,Total,"Ammonia, as Nitrogen",<,0.08,mg/L
L02-246-1 (L11P01),Total,"Ammonia, as Nitrogen",NA,0.69,mg/L
L02-641-1,Total,"Ammonia, as Nitrogen",NA,0.10500000000000001,mg/L
L02-641-2,Total,"Ammonia, as Nitrogen",NA,0.08499999999999999,mg/L
L01-731-1 (L08TBN2),Total,"Ammonia, as Nitrogen",NA,0.455,mg/L
L02-166-3 (L02P26),Total,"Ammonia, as Nitrogen",<,0.07500000000000001,mg/L
L04-672-1,Total,"Ammonia, as Nitrogen",<,0.12,mg/L
M01-042-1 (M01S01),Total,"Ammonia, as Nitrogen",NA,0.09,mg/L
M02-032-1,Total,"Ammonia, as Nitrogen",NA,0.10500000000000001,mg/L
SC1-2,Total,"Ammonia, as Nitrogen",NA,0.09,mg/L
M02-085-1 (M02P06),Total,"Ammonia, as Nitrogen",NA,1.545,mg/L
M02-085-2,Total,"Ammonia, as Nitrogen",NA,1.305,mg/L
L03-214-2 (L03P18),Total,"Ammonia, as Nitrogen",NA,0.26,mg/L
L03-316-3 (L03P12),Total,"Ammonia, as Nitrogen",NA,0.07500000000000001,mg/L
K01-12177-1 (K01P07),Total,"Ammonia, as Nitrogen",NA,0.10500000000000001,mg/L
J03-9221-1 (J03P02),Total,"Ammonia, as Nitrogen",NA,0.135,mg/L
J01-9224-1 (J01P24),Total,"Ammonia, as Nitrogen",<,0.505,mg/L
J01-9224-2 (J01P25),Total,"Ammonia, as Nitrogen",NA,0.10500000000000001,mg/L
J06-10011-1 (J06P01),Total,"Ammonia, as Nitrogen",<,0.08,mg/L
L04-672-1,Total,"Ammonia, as Nitrogen",NA,0.12,mg/L
L04-266-5,Total,"Ammonia, as Nitrogen",<,0.08499999999999999,mg/L
L01-340-1,Total,"Ammonia, as Nitrogen",NA,0.08,mg/L
L02-641-1,Total,"Ammonia, as Nitrogen",<,0.10500000000000001,mg/L
L02-641-2,Total,"Ammonia, as Nitrogen",<,0.08499999999999999,mg/L
L02-166-3 (L02P26),Total,"Ammonia, as Nitrogen",NA,0.07500000000000001,mg/L
L05-503-1,Total,"Ammonia, as Nitrogen",NA,0.22999999999999998,mg/L
L01-749-2,Total,"Ammonia, as Nitrogen",NA,0.13,mg/L
L01-724-1 (L01S01),Total,"Ammonia, as Nitrogen",NA,0.08499999999999999,mg/L
L01-726-5,Total,"Ammonia, as Nitrogen",NA,0.14,mg/L
M01-042-1 (M01S01),Total,"Ammonia, as Nitrogen",<,0.09,mg/L
M02-032-1,Total,"Ammonia, as Nitrogen",<,0.10500000000000001,mg/L
SC1-2,Total,"Ammonia, as Nitrogen",<,0.09,mg/L
L04-266-5,Total,Chloride,NA,355,mg/L
I01-11343-2 (I02P18),Total,Chloride,NA,505,mg/L
L03-418-8,Total,Chloride,NA,380,mg/L
K01-12177-1 (K01P07),Total,Chloride,NA,260,mg/L
J03-9221-1 (J03P02),Total,Chloride,NA,615,mg/L
J01-9224-1 (J01P24),Total,Chloride,NA,370,mg/L
J01-9224-2 (J01P25),Total,Chloride,NA,265,mg/L
L03-662-3 (L03P16),Total,Chloride,NA,305,mg/L
L03-214-2 (L03P18),Total,Chloride,NA,355,mg/L
L03-316-3 (L03P12),Total,Chloride,NA,460,mg/L
J01-9992-1 (J01P27),Total,Chloride,NA,495,mg/L
J01-9131-1 (J01P28),Total,Chloride,NA,355,mg/L
J01-9007-1 (J02P05),Total,Chloride,NA,310,mg/L
J06-10011-1 (J06P01),Total,Chloride,NA,485,mg/L
J06-9079-1 (J06P03),Total,Chloride,NA,385,mg/L
J01-9082-2,Total,Chloride,NA,205,mg/L
I01-11010-1,Total,Chloride,NA,725,mg/L
I00-11468-1,Total,Chloride,NA,2400,mg/L
J01-10004-1 (J01P01),Total,Chloride,NA,265,mg/L
L01-749-2,Total,Chloride,NA,600,mg/L
L05-503-1,Total,Chloride,NA,435,mg/L
L01-724-4 (L01P03),Total,Chloride,NA,490,mg/L
L01-724-1 (L01S01),Total,Chloride,NA,1050,mg/L
L01-728-5 (L01-DP),Total,Chloride,NA,145,mg/L
K01-12126-1 (K01S01),Total,Chloride,NA,970,mg/L
K01-12159-2,Total,Chloride,NA,740,mg/L
K01-12159-3,Total,Chloride,NA,690,mg/L
L05-489-3,Total,Chloride,NA,305,mg/L
L05-049-1,Total,Chloride,NA,215,mg/L
L02-374-1 (L02P50),Total,Chloride,NA,335,mg/L
L01-404-1,Total,Chloride,NA,330,mg/L
L01-340-1,Total,Chloride,NA,225,mg/L
L02-246-1 (L11P01),Total,Chloride,NA,175,mg/L
L02-641-1,Total,Chloride,NA,145,mg/L
L02-641-2,Total,Chloride,NA,175,mg/L
L01-731-1 (L08TBN2),Total,Chloride,NA,355,mg/L
L02-166-3 (L02P26),Total,Chloride,NA,200,mg/L
L04-672-1,Total,Chloride,NA,580,mg/L
M01-042-1 (M01S01),Total,Chloride,NA,2500,mg/L
M02-032-1,Total,Chloride,NA,380,mg/L
SC1-2,Total,Chloride,NA,915,mg/L
M02-085-1 (M02P06),Total,Chloride,NA,660,mg/L
M02-085-2,Total,Chloride,NA,280,mg/L
L01-726-5,Total,Chloride,NA,180,mg/L
L04-266-5,Total,Nitrate + Nitrite as N,NA,0.735,mg/L
I01-11343-2 (I02P18),Total,Nitrate + Nitrite as N,NA,12.95,mg/L
L03-418-8,Total,Nitrate + Nitrite as N,NA,5.5,mg/L
K01-12177-1 (K01P07),Total,Nitrate + Nitrite as N,NA,2.5999999999999996,mg/L
J03-9221-1 (J03P02),Total,Nitrate + Nitrite as N,NA,1.95,mg/L
J01-9224-1 (J01P24),Total,Nitrate + Nitrite as N,NA,2.2,mg/L
J01-9224-2 (J01P25),Total,Nitrate + Nitrite as N,NA,0.135,mg/L
L03-662-3 (L03P16),Total,Nitrate + Nitrite as N,NA,1.065,mg/L
L03-214-2 (L03P18),Total,Nitrate + Nitrite as N,NA,2.2,mg/L
L03-316-3 (L03P12),Total,Nitrate + Nitrite as N,NA,2.7,mg/L
J01-9992-1 (J01P27),Total,Nitrate + Nitrite as N,NA,17.5,mg/L
J01-9131-1 (J01P28),Total,Nitrate + Nitrite as N,NA,15.5,mg/L
J01-9007-1 (J02P05),Total,Nitrate + Nitrite as N,NA,3.35,mg/L
J06-10011-1 (J06P01),Total,Nitrate + Nitrite as N,NA,1.5,mg/L
J06-9079-1 (J06P03),Total,Nitrate + Nitrite as N,NA,2.5,mg/L
J01-9082-2,Total,Nitrate + Nitrite as N,NA,3.65,mg/L
I01-11010-1,Total,Nitrate + Nitrite as N,NA,0.47,mg/L
I00-11468-1,Total,Nitrate + Nitrite as N,<,0.05,mg/L
J01-10004-1 (J01P01),Total,Nitrate + Nitrite as N,NA,6.300000000000001,mg/L
L01-749-2,Total,Nitrate + Nitrite as N,<,0.16999999999999998,mg/L
L05-503-1,Total,Nitrate + Nitrite as N,NA,1.8,mg/L
L01-724-4 (L01P03),Total,Nitrate + Nitrite as N,NA,3.85,mg/L
L01-724-1 (L01S01),Total,Nitrate + Nitrite as N,NA,1.84,mg/L
L01-728-5 (L01-DP),Total,Nitrate + Nitrite as N,NA,0.65,mg/L
K01-12126-1 (K01S01),Total,Nitrate + Nitrite as N,NA,2.3499999999999996,mg/L
K01-12159-2,Total,Nitrate + Nitrite as N,NA,1.7,mg/L
K01-12159-3,Total,Nitrate + Nitrite as N,NA,3.5,mg/L
L05-489-3,Total,Nitrate + Nitrite as N,NA,1.395,mg/L
L05-049-1,Total,Nitrate + Nitrite as N,NA,3.45,mg/L
L02-374-1 (L02P50),Total,Nitrate + Nitrite as N,NA,5.05,mg/L
L01-404-1,Total,Nitrate + Nitrite as N,NA,0.84,mg/L
L01-340-1,Total,Nitrate + Nitrite as N,NA,1.3,mg/L
L02-246-1 (L11P01),Total,Nitrate + Nitrite as N,NA,0.86,mg/L
L02-641-1,Total,Nitrate + Nitrite as N,NA,1.09,mg/L
L02-641-2,Total,Nitrate + Nitrite as N,NA,0.85,mg/L
L01-731-1 (L08TBN2),Total,Nitrate + Nitrite as N,NA,2.09,mg/L
L02-166-3 (L02P26),Total,Nitrate + Nitrite as N,NA,0.845,mg/L
L04-672-1,Total,Nitrate + Nitrite as N,NA,1.8,mg/L
M01-042-1 (M01S01),Total,Nitrate + Nitrite as N,NA,21,mg/L
M02-032-1,Total,Nitrate + Nitrite as N,NA,2.8499999999999996,mg/L
SC1-2,Total,Nitrate + Nitrite as N,NA,3.3,mg/L
M02-085-1 (M02P06),Total,Nitrate + Nitrite as N,NA,2.3,mg/L
M02-085-2,Total,Nitrate + Nitrite as N,NA,4.8,mg/L
L01-749-2,Total,Nitrate + Nitrite as N,NA,0.16999999999999998,mg/L
L01-726-5,Total,Nitrate + Nitrite as N,NA,0.5,mg/L
L04-266-5,Total,"Nitrogen, Total Kjeldahl",NA,1.27,mg/L
I01-11343-2 (I02P18),Total,"Nitrogen, Total Kjeldahl",NA,3.2,mg/L
L03-418-8,Total,"Nitrogen, Total Kjeldahl",NA,1.35,mg/L
K01-12177-1 (K01P07),Total,"Nitrogen, Total Kjeldahl",NA,0.67,mg/L
J03-9221-1 (J03P02),Total,"Nitrogen, Total Kjeldahl",NA,1.13,mg/L
J01-9224-1 (J01P24),Total,"Nitrogen, Total Kjeldahl",NA,1.3,mg/L
J01-9224-2 (J01P25),Total,"Nitrogen, Total Kjeldahl",NA,0.275,mg/L
L03-662-3 (L03P16),Total,"Nitrogen, Total Kjeldahl",NA,1.9500000000000002,mg/L
L03-214-2 (L03P18),Total,"Nitrogen, Total Kjeldahl",NA,1.9000000000000001,mg/L
L03-316-3 (L03P12),Total,"Nitrogen, Total Kjeldahl",NA,1.12,mg/L
J01-9992-1 (J01P27),Total,"Nitrogen, Total Kjeldahl",NA,2.8,mg/L
J01-9131-1 (J01P28),Total,"Nitrogen, Total Kjeldahl",NA,7.7,mg/L
J01-9007-1 (J02P05),Total,"Nitrogen, Total Kjeldahl",NA,0.905,mg/L
J06-10011-1 (J06P01),Total,"Nitrogen, Total Kjeldahl",NA,0.58,mg/L
J06-9079-1 (J06P03),Total,"Nitrogen, Total Kjeldahl",NA,1.35,mg/L
J01-9082-2,Total,"Nitrogen, Total Kjeldahl",NA,4.2,mg/L
I01-11010-1,Total,"Nitrogen, Total Kjeldahl",NA,0.585,mg/L
I00-11468-1,Total,"Nitrogen, Total Kjeldahl",NA,0.72,mg/L
J01-10004-1 (J01P01),Total,"Nitrogen, Total Kjeldahl",NA,0.975,mg/L
L01-749-2,Total,"Nitrogen, Total Kjeldahl",NA,1.6,mg/L
L05-503-1,Total,"Nitrogen, Total Kjeldahl",NA,1.2000000000000002,mg/L
L01-724-4 (L01P03),Total,"Nitrogen, Total Kjeldahl",NA,1.2,mg/L
L01-724-1 (L01S01),Total,"Nitrogen, Total Kjeldahl",NA,2.4,mg/L
L01-728-5 (L01-DP),Total,"Nitrogen, Total Kjeldahl",NA,0.7949999999999999,mg/L
K01-12126-1 (K01S01),Total,"Nitrogen, Total Kjeldahl",NA,1.55,mg/L
K01-12159-2,Total,"Nitrogen, Total Kjeldahl",NA,1.45,mg/L
K01-12159-3,Total,"Nitrogen, Total Kjeldahl",NA,2.5,mg/L
L05-489-3,Total,"Nitrogen, Total Kjeldahl",NA,4.800000000000001,mg/L
L05-049-1,Total,"Nitrogen, Total Kjeldahl",NA,4.45,mg/L
L02-374-1 (L02P50),Total,"Nitrogen, Total Kjeldahl",NA,2.85,mg/L
L01-404-1,Total,"Nitrogen, Total Kjeldahl",NA,1.65,mg/L
L01-340-1,Total,"Nitrogen, Total Kjeldahl",NA,1.2,mg/L
L02-246-1 (L11P01),Total,"Nitrogen, Total Kjeldahl",NA,3.55,mg/L
L02-641-1,Total,"Nitrogen, Total Kjeldahl",NA,0.855,mg/L
L02-641-2,Total,"Nitrogen, Total Kjeldahl",NA,0.9,mg/L
L01-731-1 (L08TBN2),Total,"Nitrogen, Total Kjeldahl",NA,1.7999999999999998,mg/L
L02-166-3 (L02P26),Total,"Nitrogen, Total Kjeldahl",NA,0.7050000000000001,mg/L
L04-672-1,Total,"Nitrogen, Total Kjeldahl",NA,0.94,mg/L
M01-042-1 (M01S01),Total,"Nitrogen, Total Kjeldahl",NA,2,mg/L
M02-032-1,Total,"Nitrogen, Total Kjeldahl",NA,2,mg/L
SC1-2,Total,"Nitrogen, Total Kjeldahl",NA,1.225,mg/L
M02-085-1 (M02P06),Total,"Nitrogen, Total Kjeldahl",NA,3.05,mg/L
M02-085-2,Total,"Nitrogen, Total Kjeldahl",NA,2.85,mg/L
J01-9224-1 (J01P24),Total,"Nitrogen, Total Kjeldahl",<,1.3,mg/L
L01-726-5,Total,"Nitrogen, Total Kjeldahl",NA,1.5,mg/L
L04-266-5,Total,Orthophosphate as P,NA,0.265,mg/L
I01-11343-2 (I02P18),Total,Orthophosphate as P,NA,1.185,mg/L
L03-418-8,Total,Orthophosphate as P,NA,0.345,mg/L
K01-12177-1 (K01P07),Total,Orthophosphate as P,NA,0.18,mg/L
J03-9221-1 (J03P02),Total,Orthophosphate as P,NA,0.14500000000000002,mg/L
J01-9224-1 (J01P24),Total,Orthophosphate as P,NA,0.15,mg/L
J01-9224-2 (J01P25),Total,Orthophosphate as P,NA,0.15,mg/L
L03-662-3 (L03P16),Total,Orthophosphate as P,NA,0.175,mg/L
L03-214-2 (L03P18),Total,Orthophosphate as P,NA,0.295,mg/L
L03-316-3 (L03P12),Total,Orthophosphate as P,NA,0.295,mg/L
J01-9992-1 (J01P27),Total,Orthophosphate as P,NA,0.36,mg/L
J01-9131-1 (J01P28),Total,Orthophosphate as P,NA,0.5,mg/L
J01-9007-1 (J02P05),Total,Orthophosphate as P,NA,0.14500000000000002,mg/L
J06-10011-1 (J06P01),Total,Orthophosphate as P,NA,0.0455,mg/L
J06-9079-1 (J06P03),Total,Orthophosphate as P,NA,0.29000000000000004,mg/L
J01-9082-2,Total,Orthophosphate as P,NA,0.225,mg/L
I01-11010-1,Total,Orthophosphate as P,NA,0.07050000000000001,mg/L
I00-11468-1,Total,Orthophosphate as P,NA,0.043,mg/L
J01-10004-1 (J01P01),Total,Orthophosphate as P,NA,0.5,mg/L
L01-749-2,Total,Orthophosphate as P,NA,0.20500000000000002,mg/L
L05-503-1,Total,Orthophosphate as P,NA,0.165,mg/L
L01-724-4 (L01P03),Total,Orthophosphate as P,NA,0.47,mg/L
L01-724-1 (L01S01),Total,Orthophosphate as P,<,0.01,mg/L
L01-728-5 (L01-DP),Total,Orthophosphate as P,NA,0.23,mg/L
K01-12126-1 (K01S01),Total,Orthophosphate as P,NA,0.17,mg/L
K01-12159-2,Total,Orthophosphate as P,NA,0.21000000000000002,mg/L
K01-12159-3,Total,Orthophosphate as P,NA,0.47,mg/L
L05-489-3,Total,Orthophosphate as P,<,0.01,mg/L
L05-049-1,Total,Orthophosphate as P,NA,0.19,mg/L
L02-374-1 (L02P50),Total,Orthophosphate as P,NA,0.3,mg/L
L01-404-1,Total,Orthophosphate as P,NA,0.20500000000000002,mg/L
L01-340-1,Total,Orthophosphate as P,NA,0.22,mg/L
L02-246-1 (L11P01),Total,Orthophosphate as P,NA,0.26,mg/L
L02-641-1,Total,Orthophosphate as P,NA,0.25,mg/L
L02-641-2,Total,Orthophosphate as P,NA,0.275,mg/L
L01-731-1 (L08TBN2),Total,Orthophosphate as P,NA,0.455,mg/L
L02-166-3 (L02P26),Total,Orthophosphate as P,NA,0.225,mg/L
L04-672-1,Total,Orthophosphate as P,NA,0.16,mg/L
M01-042-1 (M01S01),Total,Orthophosphate as P,<,0.01,mg/L
M02-032-1,Total,Orthophosphate as P,NA,0.41,mg/L
SC1-2,Total,Orthophosphate as P,NA,0.07250000000000001,mg/L
M02-085-1 (M02P06),Total,Orthophosphate as P,NA,0.475,mg/L
M02-085-2,Total,Orthophosphate as P,NA,0.36,mg/L
L01-726-5,Total,Orthophosphate as P,NA,0.58,mg/L
L04-266-5,Total,pH,NA,7.35,NA
I01-11343-2 (I02P18),Total,pH,NA,7.404999999999999,NA
L03-418-8,Total,pH,NA,7.91,NA
K01-12177-1 (K01P07),Total,pH,NA,7.984999999999999,NA
J03-9221-1 (J03P02),Total,pH,NA,8.03,NA
J01-9224-1 (J01P24),Total,pH,NA,7.755,NA
J01-9224-2 (J01P25),Total,pH,NA,7.58,NA
L03-662-3 (L03P16),Total,pH,NA,8.08,NA
L03-214-2 (L03P18),Total,pH,NA,7.95,NA
L03-316-3 (L03P12),Total,pH,NA,7.955,NA
J01-9992-1 (J01P27),Total,pH,NA,7.43,NA
J01-9131-1 (J01P28),Total,pH,NA,7.725,NA
J01-9007-1 (J02P05),Total,pH,NA,8.175,NA
J06-10011-1 (J06P01),Total,pH,NA,7.855,NA
J06-9079-1 (J06P03),Total,pH,NA,8.05,NA
J01-9082-2,Total,pH,NA,7.6850000000000005,NA
I01-11010-1,Total,pH,NA,8.115,NA
I00-11468-1,Total,pH,NA,7.8,NA
J01-10004-1 (J01P01),Total,pH,NA,8.33,NA
L01-749-2,Total,pH,NA,7.575,NA
L05-503-1,Total,pH,NA,8.145,NA
L01-724-4 (L01P03),Total,pH,NA,8.455,NA
L01-724-1 (L01S01),Total,pH,NA,9.5,NA
L01-728-5 (L01-DP),Total,pH,NA,8.325,NA
K01-12126-1 (K01S01),Total,pH,NA,8.085,NA
K01-12159-2,Total,pH,NA,8.065000000000001,NA
K01-12159-3,Total,pH,NA,8.3,NA
L05-489-3,Total,pH,NA,7.305,NA
L05-049-1,Total,pH,NA,7.615,NA
L02-374-1 (L02P50),Total,pH,NA,7.305,NA
L01-404-1,Total,pH,NA,7.92,NA
L01-340-1,Total,pH,NA,8.195,NA
L02-246-1 (L11P01),Total,pH,NA,8.280000000000001,NA
L02-641-1,Total,pH,NA,8.195,NA
L02-641-2,Total,pH,NA,8.33,NA
L01-731-1 (L08TBN2),Total,pH,NA,8.004999999999999,NA
L02-166-3 (L02P26),Total,pH,NA,7.855,NA
L04-672-1,Total,pH,NA,7.795,NA
M01-042-1 (M01S01),Total,pH,NA,6.95,NA
M02-032-1,Total,pH,NA,8.275,NA
SC1-2,Total,pH,NA,7.93,NA
M02-085-1 (M02P06),Total,pH,NA,7.52,NA
M02-085-2,Total,pH,NA,7.975,NA
L01-726-5,Total,pH,NA,8.13,NA
L04-266-5,Total,Phosphorus as PO4,NA,1.15,mg/L
I01-11343-2 (I02P18),Total,Phosphorus as PO4,NA,7.699999999999999,mg/L
L03-418-8,Total,Phosphorus as PO4,NA,1.35,mg/L
K01-12177-1 (K01P07),Total,Phosphorus as PO4,NA,0.85,mg/L
J03-9221-1 (J03P02),Total,Phosphorus as PO4,NA,0.71,mg/L
J01-9224-1 (J01P24),Total,Phosphorus as PO4,NA,0.745,mg/L
J01-9224-2 (J01P25),Total,Phosphorus as PO4,NA,0.6,mg/L
L03-662-3 (L03P16),Total,Phosphorus as PO4,NA,0.8500000000000001,mg/L
L03-214-2 (L03P18),Total,Phosphorus as PO4,NA,1.25,mg/L
L03-316-3 (L03P12),Total,Phosphorus as PO4,NA,1.25,mg/L
J01-9992-1 (J01P27),Total,Phosphorus as PO4,NA,1.4,mg/L
J01-9131-1 (J01P28),Total,Phosphorus as PO4,NA,2.2,mg/L
J01-9007-1 (J02P05),Total,Phosphorus as PO4,NA,0.7849999999999999,mg/L
J06-10011-1 (J06P01),Total,Phosphorus as PO4,NA,0.285,mg/L
J06-9079-1 (J06P03),Total,Phosphorus as PO4,NA,1,mg/L
J01-9082-2,Total,Phosphorus as PO4,NA,0.86,mg/L
I01-11010-1,Total,Phosphorus as PO4,NA,0.39,mg/L
I00-11468-1,Total,Phosphorus as PO4,NA,0.42,mg/L
J01-10004-1 (J01P01),Total,Phosphorus as PO4,NA,1.75,mg/L
L01-749-2,Total,Phosphorus as PO4,NA,0.9299999999999999,mg/L
L05-503-1,Total,Phosphorus as PO4,NA,0.8,mg/L
L01-724-4 (L01P03),Total,Phosphorus as PO4,NA,1.75,mg/L
L01-724-1 (L01S01),Total,Phosphorus as PO4,NA,1.085,mg/L
L01-728-5 (L01-DP),Total,Phosphorus as PO4,NA,1.1,mg/L
K01-12126-1 (K01S01),Total,Phosphorus as PO4,NA,0.9,mg/L
K01-12159-2,Total,Phosphorus as PO4,NA,0.85,mg/L
K01-12159-3,Total,Phosphorus as PO4,NA,1.75,mg/L
L05-489-3,Total,Phosphorus as PO4,NA,0.89,mg/L
L05-049-1,Total,Phosphorus as PO4,NA,0.7649999999999999,mg/L
L02-374-1 (L02P50),Total,Phosphorus as PO4,NA,1.105,mg/L
L01-404-1,Total,Phosphorus as PO4,NA,0.76,mg/L
L01-340-1,Total,Phosphorus as PO4,NA,0.9299999999999999,mg/L
L02-246-1 (L11P01),Total,Phosphorus as PO4,NA,0.99,mg/L
L02-641-1,Total,Phosphorus as PO4,NA,1.05,mg/L
L02-641-2,Total,Phosphorus as PO4,NA,1.15,mg/L
L01-731-1 (L08TBN2),Total,Phosphorus as PO4,NA,2.1,mg/L
L02-166-3 (L02P26),Total,Phosphorus as PO4,NA,0.945,mg/L
L04-672-1,Total,Phosphorus as PO4,NA,0.79,mg/L
M01-042-1 (M01S01),Total,Phosphorus as PO4,NA,0.09,mg/L
M02-032-1,Total,Phosphorus as PO4,NA,1.6,mg/L
SC1-2,Total,Phosphorus as PO4,NA,0.5349999999999999,mg/L
M02-085-1 (M02P06),Total,Phosphorus as PO4,NA,1.8,mg/L
M02-085-2,Total,Phosphorus as PO4,NA,1.35,mg/L
L01-726-5,Total,Phosphorus as PO4,NA,2.7,mg/L
M01-042-1 (M01S01),Total,Phosphorus as PO4,<,0.09,mg/L
L04-266-5,Total,SpecificConductivity,NA,3700,NA
I01-11343-2 (I02P18),Total,SpecificConductivity,NA,3150,NA
L03-418-8,Total,SpecificConductivity,NA,3150,NA
K01-12177-1 (K01P07),Total,SpecificConductivity,NA,2300,NA
J03-9221-1 (J03P02),Total,SpecificConductivity,NA,5550,NA
J01-9224-1 (J01P24),Total,SpecificConductivity,NA,3200,NA
J01-9224-2 (J01P25),Total,SpecificConductivity,NA,2650,NA
L03-662-3 (L03P16),Total,SpecificConductivity,NA,2600,NA
L03-214-2 (L03P18),Total,SpecificConductivity,NA,3400,NA
L03-316-3 (L03P12),Total,SpecificConductivity,NA,3950,NA
J01-9992-1 (J01P27),Total,SpecificConductivity,NA,3650,NA
J01-9131-1 (J01P28),Total,SpecificConductivity,NA,3050,NA
J01-9007-1 (J02P05),Total,SpecificConductivity,NA,2000,NA
J06-10011-1 (J06P01),Total,SpecificConductivity,NA,3550,NA
J06-9079-1 (J06P03),Total,SpecificConductivity,NA,2500,NA
J01-9082-2,Total,SpecificConductivity,NA,1550,NA
I01-11010-1,Total,SpecificConductivity,NA,4650,NA
I00-11468-1,Total,SpecificConductivity,NA,13000,NA
J01-10004-1 (J01P01),Total,SpecificConductivity,NA,2350,NA
L01-749-2,Total,SpecificConductivity,NA,6750,NA
L05-503-1,Total,SpecificConductivity,NA,4050,NA
L01-724-4 (L01P03),Total,SpecificConductivity,NA,3650,NA
L01-724-1 (L01S01),Total,SpecificConductivity,NA,5950,NA
L01-728-5 (L01-DP),Total,SpecificConductivity,NA,1200,NA
K01-12126-1 (K01S01),Total,SpecificConductivity,NA,5850,NA
K01-12159-2,Total,SpecificConductivity,NA,4200,NA
K01-12159-3,Total,SpecificConductivity,NA,4150,NA
L05-489-3,Total,SpecificConductivity,NA,2800,NA
L05-049-1,Total,SpecificConductivity,NA,2550,NA
L02-374-1 (L02P50),Total,SpecificConductivity,NA,2750,NA
L01-404-1,Total,SpecificConductivity,NA,2350,NA
L01-340-1,Total,SpecificConductivity,NA,1750,NA
L02-246-1 (L11P01),Total,SpecificConductivity,NA,1800,NA
L02-641-1,Total,SpecificConductivity,NA,1450,NA
L02-641-2,Total,SpecificConductivity,NA,1600,NA
L01-731-1 (L08TBN2),Total,SpecificConductivity,NA,2550,NA
L02-166-3 (L02P26),Total,SpecificConductivity,NA,2300,NA
L04-672-1,Total,SpecificConductivity,NA,4250,NA
M01-042-1 (M01S01),Total,SpecificConductivity,NA,23000,NA
M02-032-1,Total,SpecificConductivity,NA,3350,NA
SC1-2,Total,SpecificConductivity,NA,8750,NA
M02-085-1 (M02P06),Total,SpecificConductivity,NA,6900,NA
M02-085-2,Total,SpecificConductivity,NA,2550,NA
L01-726-5,Total,SpecificConductivity,NA,1400,NA
L04-266-5,Total,Sulfate,NA,1250,mg/L
I01-11343-2 (I02P18),Total,Sulfate,NA,540,mg/L
L03-418-8,Total,Sulfate,NA,825,mg/L
K01-12177-1 (K01P07),Total,Sulfate,NA,560,mg/L
J03-9221-1 (J03P02),Total,Sulfate,NA,2200,mg/L
J01-9224-1 (J01P24),Total,Sulfate,NA,965,mg/L
J01-9224-2 (J01P25),Total,Sulfate,NA,680,mg/L
L03-662-3 (L03P16),Total,Sulfate,NA,640,mg/L
L03-214-2 (L03P18),Total,Sulfate,NA,1050,mg/L
L03-316-3 (L03P12),Total,Sulfate,NA,1225,mg/L
J01-9992-1 (J01P27),Total,Sulfate,NA,700,mg/L
J01-9131-1 (J01P28),Total,Sulfate,NA,615,mg/L
J01-9007-1 (J02P05),Total,Sulfate,NA,320,mg/L
J06-10011-1 (J06P01),Total,Sulfate,NA,960,mg/L
J06-9079-1 (J06P03),Total,Sulfate,NA,400,mg/L
J01-9082-2,Total,Sulfate,NA,220,mg/L
I01-11010-1,Total,Sulfate,NA,945,mg/L
I00-11468-1,Total,Sulfate,NA,3200,mg/L
J01-10004-1 (J01P01),Total,Sulfate,NA,445,mg/L
L01-749-2,Total,Sulfate,NA,3100,mg/L
L05-503-1,Total,Sulfate,NA,1260,mg/L
L01-724-4 (L01P03),Total,Sulfate,NA,815,mg/L
L01-724-1 (L01S01),Total,Sulfate,NA,1250,mg/L
L01-728-5 (L01-DP),Total,Sulfate,NA,230,mg/L
K01-12126-1 (K01S01),Total,Sulfate,NA,1200,mg/L
K01-12159-2,Total,Sulfate,NA,690,mg/L
K01-12159-3,Total,Sulfate,NA,525,mg/L
L05-489-3,Total,Sulfate,NA,730,mg/L
L05-049-1,Total,Sulfate,NA,775,mg/L
L02-374-1 (L02P50),Total,Sulfate,NA,595,mg/L
L01-404-1,Total,Sulfate,NA,435,mg/L
L01-340-1,Total,Sulfate,NA,370,mg/L
L02-246-1 (L11P01),Total,Sulfate,NA,360,mg/L
L02-641-1,Total,Sulfate,NA,290,mg/L
L02-641-2,Total,Sulfate,NA,325,mg/L
L01-731-1 (L08TBN2),Total,Sulfate,NA,460,mg/L
L02-166-3 (L02P26),Total,Sulfate,NA,565,mg/L
L04-672-1,Total,Sulfate,NA,1100,mg/L
M01-042-1 (M01S01),Total,Sulfate,NA,18350,mg/L
M02-032-1,Total,Sulfate,NA,765,mg/L
SC1-2,Total,Sulfate,NA,3150,mg/L
M02-085-1 (M02P06),Total,Sulfate,NA,2350,mg/L
M02-085-2,Total,Sulfate,NA,515,mg/L
L01-726-5,Total,Sulfate,NA,290,mg/L
L04-266-5,Total,Total Dissolved Solids,NA,2400,mg/L
I01-11343-2 (I02P18),Total,Total Dissolved Solids,NA,1800,mg/L
L03-418-8,Total,Total Dissolved Solids,NA,2050,mg/L
K01-12177-1 (K01P07),Total,Total Dissolved Solids,NA,1450,mg/L
