OBJECTID,LOCDESC,SIZE1,LASTUPDATE,LASTEDITOR,SIZE2,SIZE3,CatchID,DrainID,INSPECTED,FACTYPE,JURISDICTI,MANAGEMENT,GlobalID,PRIORITY,FLOWMONITSTATUS,FLOWMONITDEPLOY,FLOWMONITRETURN,NEXTINSPECTION,POINT_X,POINT_Y,PERSISTENTFLOW,FACILITYID,SURVEYLINK,ACCESSIBILITY,FLOWMEASCOUNT,LASTDISCHARGE,LASTDISCHARGETREND,AVGFLOWWIDTH,AVGFLOWDEPTH,AVGFLOWVEL,AVGDISCHARGE,MAXDISCHARGE,MINDISCHARGE,PRIORITIZATIONSCORE2022,SAMPLECHWSRSDRY,SAMPLECHWSRSWET,SAMPLEDRY,SAMPLEWET,OCFSLOCATION
226,NA,30,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,726,L01,Verified,Outfall,DANA POINT,SOUTH,{4596404E-F9BF-4BD6-8EE8-FEC5D183EA76},NA,NA,NA,NA,NA,-117.67904114,33.47415722,Unknown,L01-726-1,NA,Easily accessibility,3,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
227,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,727,L01,Verified,Outfall,DANA POINT,SOUTH,{B9983359-9D26-40FE-905C-4936B6ED0548},NA,NA,NA,NA,NA,-117.67973409,33.47419329,Unknown,L01-727-2,NA,Easily accessibility,13,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
228,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,726,L01,Verified,Outfall,DANA POINT,SOUTH,{2E54A407-3CB1-4115-BE98-54634E27A6A6},NA,NA,NA,NA,NA,-117.67951556,33.47487148,Unknown,L01-726-2,NA,Easily accessibility,4,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
229,NA,48,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,726,L01,Verified,Outfall,DANA POINT,SOUTH,{B22F4F14-A3E0-4A9A-9F0F-891910B4EB75},NA,NA,NA,NA,NA,-117.67881868,33.47522955,Unknown,L01-726-3,NA,Easily accessibility,15,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
230,NA,54,2022-10-05T20:57:52Z,OCENVRESUSER,NA,NA,726,L01,Verified,Outfall,DANA POINT,SOUTH,{2B22BC20-4B7A-42C3-8427-8487ACC1F123},Priority,NA,NA,NA,NA,-117.67931964,33.47582393,Yes,L01-726-5,NA,Easily accessibility,11,0.015484,20% Or More Above Average Discharge,1.11363636,0.01363636,13.25090909,0.01097,0.060674,0,29,NA,NA,Yes,NA,NA
231,NA,48,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,726,L01,Verified,Outfall,DANA POINT,SOUTH,{D64CBB08-F94D-40E2-BF24-D05C3319C2F7},NA,NA,NA,NA,NA,-117.67924614,33.47619715,Unknown,L01-726-6,NA,Easily accessibility,14,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
232,NA,48,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,726,L01,Verified,Outfall,DANA POINT,SOUTH,{18A42986-EA31-4E07-A4F6-D18E1CBDE933},NA,NA,NA,NA,NA,-117.67845403,33.47686584,Unknown,L01-726-7,NA,Easily accessibility,13,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
233,NA,54,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,726,L01,Verified,Outfall,SAN JUAN CAPISTRANO,SOUTH,{88ED161A-736E-448B-AF46-40F0E8C2F54E},NA,NA,NA,NA,NA,-117.67868366,33.47849535,Unknown,L01-726-8,NA,Easily accessibility,12,0,Below Average Discharge,0.20833333,0.00166666,1.3,4.8e-4,0.005769,0,NA,NA,NA,NA,NA,NA
234,NA,48,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,726,L01,Verified,Outfall,SAN JUAN CAPISTRANO,SOUTH,{8940546C-B67E-42D6-9426-7F1E9452BFE1},NA,NA,NA,NA,NA,-117.67810532,33.47841897,Unknown,L01-726-9,NA,Easily accessibility,13,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
235,NA,42,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,601,L01,Verified,Outfall,SAN JUAN CAPISTRANO,SOUTH,{6E297702-950B-4ECB-93F7-6D8CE2CE5D00},NA,NA,NA,NA,NA,-117.67788801,33.48172393,Unknown,L01-601-1,NA,Easily accessibility,10,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
236,Drains to L01S01,48,2022-11-17T16:37:36Z,OCPWPublisher,NA,NA,724,L01,Verified,Outfall,SAN JUAN CAPISTRANO,SOUTH,{9AFBCAFD-4410-42DD-A83A-9F170C6B1FBA},NA,NA,NA,NA,NA,-117.67720353,33.48347973,Unknown,L01-724-2,NA,Easily accessibility,14,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
237,L01S01,NA,2022-10-05T20:57:52Z,OCENVRESUSER,4,7,724,L01,Verified,Box,SAN JUAN CAPISTRANO,SOUTH,{8A859AA8-432F-48A4-B9EF-89E317C329D5},Priority,3,2016-07-12T07:00:00Z,2016-07-28T07:00:00Z,NA,-117.67706262,33.48318609,Yes,L01-724-1 (L01S01),NA,Easily accessibility,15,0.1188,20% Or More Above Average Discharge,2.608,0.02266666,4.85666666,0.083773,0.206897,0.032,36,NA,NA,Yes,NA,NA
238,L01P03,96,2022-10-05T21:20:17Z,OCENVRESUSER,NA,NA,724,L01,Verified,Outfall,SAN JUAN CAPISTRANO,SOUTH,{1A565B60-44E0-4E2C-84FE-2362549F11C4},Priority,3,2016-12-12T00:00:00Z,2017-01-26T00:00:00Z,NA,-117.675358,33.4847041,Yes,L01-724-4 (L01P03),NA,Easily accessibility,16,0.08,Below Average Discharge,1.386875,0.071875,5.33625,0.124156,0.340909,0.0357,40,NA,NA,Yes,Yes,NA
239,NA,60,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,517,L01,Verified,Outfall,SAN JUAN CAPISTRANO,SOUTH,{CD0E12FD-1932-4531-BF8C-AE40939F31B4},NA,NA,NA,NA,NA,-117.62568193,33.518669010000004,Unknown,L01-517-1,NA,Easily accessibility,6,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
240,NA,60,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,517,L01,Verified,Outfall,SAN JUAN CAPISTRANO,SOUTH,{E56548DF-493B-422E-A5B8-8731DDBDFE40},NA,NA,NA,NA,NA,-117.62572076,33.51860298,Unknown,L01-517-2,NA,Easily accessibility,6,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
241,NA,72,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,514,L01,Verified,Outfall,ORANGE CO,SOUTH,{7A6C6799-AB04-4589-9958-5C84F3951CFC},NA,NA,NA,NA,NA,-117.62291576,33.52388419,Yes,L01-514-1,NA,Difficult accessibility,5,0.0048,Below Average Discharge,3.61,0.02,22,0.019417,0.057143,0.0048,NA,NA,NA,NA,NA,NA
242,NA,60,2022-05-31T16:29:32Z,OCPWPublisher,NA,NA,517,L01,Verified,Outfall,ORANGE CO,SOUTH,{6F4B7E90-A083-4289-A5D6-7E68F3E03AB8},NA,NA,NA,NA,NA,-117.62028151,33.52266244,Yes,L01-517-3,NA,Unsafe accessibility,10,0.014,20% Or More Above Average Discharge,0.162,0.002,1.1,0.001664,0.014,0,NA,NA,NA,NA,NA,NA
243,NA,96,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,458,L01,Verified,Outfall,ORANGE CO,SOUTH,{12B3B591-46D7-4C09-AEF9-0205FDAAC85B},NA,NA,NA,NA,NA,-117.61511696,33.5249855,Unknown,L01-458-1,NA,Difficult accessibility,4,0.0015,20% Or More Above Average Discharge,0.175,0.00375,5.5,6.75e-4,0.0015,0,NA,NA,NA,NA,NA,NA
244,M03P01,42,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,086,SM01,Verified,Outfall,SAN CLEMENTE,SOUTH,{51E3B119-6EF4-4695-B9F3-3FFABED66286},NA,NA,NA,NA,NA,-117.57364224,33.45603356,Yes,SM01-086-1 (M03P01),NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,NA,42,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,086,SM01,Verified,Outfall,SAN CLEMENTE,SOUTH,{3F28F93D-68A5-4355-B7E9-8E704FB9707E},NA,NA,NA,NA,NA,-117.57327078,33.45608122,Unknown,SM01-086-2,NA,Unaccessible,1,0.02,Equal,1,0.02,6,0.02,0.02,0.02,NA,NA,NA,NA,NA,NA
246,M02P08,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,028,M02,Not-Found,Outfall,SAN CLEMENTE,SOUTH,{F090A1B3-F837-45EA-8975-5B69E5972665},NA,NA,NA,NA,NA,-117.59123671,33.45983153,Unknown,M02-028-1 (M02P08),NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,M02P08,42,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,028,M02,Verified,Outfall,SAN CLEMENTE,SOUTH,{1707E0E9-430D-4B15-969A-02F4D7D52110},NA,NA,NA,NA,NA,-117.58174343,33.46680966,Yes,M02-028-2 (M02P08),NA,Easily accessibility,3,0.027,Below Average Discharge,0.8,0.03333333,4.33333333,0.040333,0.064,0.027,NA,NA,NA,NA,NA,NA
248,upstream of Talaga Golf Course,36,2022-10-04T23:34:07Z,OCENVRESUSER,NA,NA,015,M02,Verified,Outfall,SAN CLEMENTE,SOUTH,{EE82778D-4874-4889-8E55-64DF8A4422C0},NA,3,2016-07-29T07:00:00Z,2016-08-15T07:00:00Z,NA,-117.58324573,33.47815722,Yes,M02-015-1,NA,Easily accessibility,10,0.002571,Below Average Discharge,0.506,0.019,4.5,0.020964,0.064,0.0024,NA,NA,NA,NA,NA,NA
249,M02 channel,NA,2022-05-19T15:43:40Z,OCENVRESUSER,25,14,056,M02,Removed from Inventory,Box,SAN CLEMENTE,SOUTH,{AF34DA20-0D88-4FB2-8EFC-EAFBD767961F},NA,NA,NA,NA,NA,-117.61686108,33.44221877,Unknown,M02-056-1,NA,Easily accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,NA,NA,2022-05-19T15:43:40Z,OCENVRESUSER,12,12,052,M02,Removed from Inventory,Box,SAN CLEMENTE,SOUTH,{DE764E41-C26B-44E8-9A55-1DFD349702C8},NA,NA,NA,NA,NA,-117.61523988,33.44345569,Unknown,M02-052-1,NA,Easily accessibility,2,1.549833,20% Or More Above Average Discharge,3.735,0.11,3.3,0.874916,1.549833,0.2,NA,NA,NA,NA,NA,NA
251,Daylight of M02,NA,2022-11-19T00:12:56Z,OCENVRESUSER,14,14,052,M02,Verified,Box,SAN CLEMENTE,SOUTH,{43B4EE36-979D-4FA8-83C9-4BFA81FACC97},NA,3,2016-07-15T07:00:00Z,2016-08-23T07:00:00Z,NA,-117.60988787,33.45120321,Yes,M02-052-2,NA,Easily accessibility,14,0.52,Below Average Discharge,2.27857142,0.17021428,3.76214285,0.670727,1.44,0.2255,NA,NA,NA,NA,NA,NA
252,San Clemente,54,2022-10-04T00:41:33Z,OCENVRESUSER,NA,NA,052,M02,Verified,Outfall,SAN CLEMENTE,SOUTH,{E7B21F39-AB19-4339-B5EA-533C4BDF4CF1},Priority,3,2017-08-03T00:00:00Z,2017-11-16T00:00:00Z,NA,-117.60979324,33.45125039,Yes,M02-052-3,NA,Easily accessibility,7,0.02,Below Average Discharge,1.17142857,0.02714285,5.42857142,0.110413,0.6,0.0045,48,NA,NA,NA,NA,NA
253,M02P06 - E Avenida Pico,48,2022-10-05T20:57:52Z,OCENVRESUSER,NA,NA,085,M02,Verified,Outfall,SAN CLEMENTE,SOUTH,{646C237D-26C0-4619-ADE0-A6C6ECD59481},Priority,3,2016-07-15T07:00:00Z,2016-07-29T07:00:00Z,NA,-117.5945829,33.4583462,Yes,M02-085-1 (M02P06),NA,Easily accessibility,15,0.012625,Below Average Discharge,0.71133333,0.04033333,3.378,0.06651,0.225,0.012329,61,NA,NA,Yes,NA,NA
254,L08TBN1,60,2022-10-04T00:19:26Z,OCENVRESUSER,NA,NA,223,L01,Verified,Outfall,RANCHO SANTA MARGARITA,SOUTH,{920D2923-A87E-4A8C-864D-656B0F11E23F},Priority,NA,NA,NA,NA,-117.56462552,33.620715680000004,Yes,L01-223-1 (L08TBN1),NA,Difficult accessibility,12,0.004,Below Average Discharge,0.48416666,0.02833333,4.45,0.049092,0.21,8.33e-4,52,NA,NA,NA,NA,NA
255,L08TBN2 - Dove Canyon Golf Course off Sycamore Canyon Dr,108,2022-10-05T20:57:52Z,OCENVRESUSER,NA,NA,731,L01,Verified,Outfall,RANCHO SANTA MARGARITA,SOUTH,{3FE0C68B-3BC3-480E-9B51-1965BD8A122E},NA,NA,NA,NA,NA,-117.56600826,33.625156,Yes,L01-731-1 (L08TBN2),NA,Difficult accessibility,13,1.124197,20% Or More Above Average Discharge,2.08230769,0.15230769,5.62846153,0.356639,1.124197,0.0504,NA,NA,NA,Yes,NA,NA
256,Robinson ranch off heritage ,66,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,125,L01,Verified,Outfall,RANCHO SANTA MARGARITA,SOUTH,{5903AEF4-DE41-446D-A41A-D3014DC8AD95},NA,NA,NA,NA,NA,-117.56709677,33.65133621,Yes,L01-125-1,NA,Difficult accessibility,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,NA,45,2022-10-03T23:42:53Z,OCENVRESUSER,NA,NA,125,L01,Verified,Outfall,RANCHO SANTA MARGARITA,SOUTH,{DD113CF9-A134-4437-879D-CFE4C8EED772},NA,NA,NA,NA,NA,-117.55926841,33.65543421,Yes,L01-125-2,NA,Difficult accessibility,2,0,Below Average Discharge,0.15,0.35,15,0.021,0.042,0,NA,NA,NA,NA,NA,NA
258,NA,42,2022-10-04T00:19:11Z,OCENVRESUSER,NA,NA,125,L01,Verified,Outfall,RANCHO SANTA MARGARITA,SOUTH,{33F2DC65-D927-4563-A681-F329D3F84B4B},Priority,NA,NA,NA,NA,-117.56421057,33.65525437,Yes,L01-125-3,NA,Difficult accessibility,11,0.0525,20% Or More Above Average Discharge,0.62,0.03,4.33727272,0.034201,0.09,0,65,NA,NA,NA,NA,NA
259,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,733,L01,Verified,Outfall,ORANGE CO,SOUTH,{ED00D5DA-856D-4A09-BD27-B31F6E37C9A8},NA,NA,NA,NA,NA,-117.57672575,33.62235401,Unknown,L01-733-4,NA,Easily accessibility,8,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
260,L02P43,45,2022-06-17T19:18:15Z,OCPWPublisher,NA,NA,359,L02,Verified,Outfall,ORANGE CO,SOUTH,{5281A820-F1BE-47B1-99ED-ECE4A151A02B},NA,NA,NA,NA,NA,-117.64023441,33.57846935,Yes,L02-359-1 (L02P43),NA,Difficult accessibility,6,0.0045,Below Average Discharge,0.40833333,0.01683333,7.83333333,0.010162,0.04,0,NA,NA,NA,NA,NA,NA
261,NA,72,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,344,L02,Verified,Outfall,ORANGE CO,SOUTH,{AE100243-D2E2-4C52-A74B-B024BF8A3C36},NA,NA,NA,NA,NA,-117.62868986,33.59197631,Unknown,L02-344-1,NA,Easily accessibility,6,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
262,L02P28,54,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,622,L02,Verified,Outfall,RANCHO SANTA MARGARITA,SOUTH,{A8A6C5E9-EB4C-4FB5-8B4D-A18B9FBF9A32},NA,NA,NA,NA,NA,-117.61577485,33.63591715,Unknown,L02-622-1 (L02P28),NA,Difficult accessibility,7,0,Below Average Discharge,0.27714285,0.04,2.68428571,0.014251,0.0825,0,NA,NA,NA,NA,NA,NA
263,L02PXX,54,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,166,L02,Verified,Outfall,RANCHO SANTA MARGARITA,SOUTH,{16A76DB0-63C1-4ED7-8125-2F40FB1F2F53},NA,NA,NA,NA,NA,-117.6196135,33.6364723,Yes,L02-166-1 (L02PXX),NA,Difficult accessibility,8,0.05608,20% Or More Above Average Discharge,0.79,0.0425,5.87375,0.041916,0.135,0.00625,NA,NA,NA,NA,NA,NA
264,L02P32; O'Neill Regional Park,72,2022-10-04T00:31:09Z,OCENVRESUSER,NA,NA,622,L02,Verified,Outfall,RANCHO SANTA MARGARITA,SOUTH,{5F2234C7-A979-43B9-AF39-605D9C45E5BC},NA,3,2017-05-05T00:00:00Z,2017-08-13T00:00:00Z,NA,-117.60247434,33.64724654,Yes,L02-622-2 (L02P32),NA,Difficult accessibility,14,0.12,Above Average Discharge,0.92785714,0.05285714,3.28214285,0.103107,0.231,0.021,NA,NA,NA,NA,NA,NA
265,L02P29,36,2022-10-04T00:29:11Z,OCENVRESUSER,NA,NA,198,L02,Verified,Outfall,RANCHO SANTA MARGARITA,SOUTH,{B9C33AB1-61DE-417E-AE9D-511CF2D50E19},Priority,NA,NA,NA,NA,-117.62622119,33.6089755,Yes,L02-198-1 (L02P29),NA,Easily accessibility,4,0.012,20% Or More Above Average Discharge,0.4,0.015,6.75,0.00835,0.015,0.0016,43,NA,NA,NA,NA,NA
266,Left pipe - Antonio Parkway and El Prado,96,2022-10-05T20:57:52Z,OCENVRESUSER,NA,NA,641,L02,Verified,Outfall,RANCHO SANTA MARGARITA,SOUTH,{7DFD67EB-AD81-432B-9BA4-25696CAD78C5},Priority,3,2016-06-30T07:00:00Z,2016-07-14T07:00:00Z,NA,-117.59488621,33.63111659,Yes,L02-641-1,NA,Easily accessibility,13,0.40678,20% Or More Above Average Discharge,1.56538461,0.02423076,5.13,0.055023,0.40678,0.0054,63,NA,NA,Yes,NA,NA
267,L02P26 - Las Fieras and Via Babera,96,2022-10-05T21:12:21Z,OCENVRESUSER,NA,NA,166,L02,Verified,Outfall,RANCHO SANTA MARGARITA,SOUTH,{AED9AC9A-14FC-4E0A-BDF2-5D947063BA3D},Priority,3,2016-06-01T07:00:00Z,2016-06-15T07:00:00Z,NA,-117.61379535,33.64461309,Yes,L02-166-3 (L02P26),NA,Easily accessibility,20,0.122222,Below Average Discharge,1.283,0.071835,4.1565,0.176934,0.661143,0.025714,83,NA,NA,Yes,NA,Yes
269,L07 - Coto de Caza Golf and Raquet Club near Vista del Verde,66,2022-10-04T00:19:58Z,OCENVRESUSER,NA,NA,261,L01,Verified,Outfall,ORANGE CO,SOUTH,{01783387-75A4-429B-918B-074CD3332D70},Priority,NA,NA,NA,NA,-117.58359264,33.6130471,Yes,L01-261-1,NA,Easily accessibility,10,8.33e-4,Below Average Discharge,0.981,0.0343,137.4,0.008102,0.0252,8.33e-4,38,NA,NA,NA,NA,NA
270,NA,66,2022-10-03T23:57:32Z,OCENVRESUSER,NA,NA,455,L03,Removed from Inventory,Outfall,SAN JUAN CAPISTRANO,SOUTH,{751178AF-9004-441B-8B78-C4089BB47779},NA,NA,NA,NA,NA,-117.67588231,33.5373857,Yes,L03-455-1,NA,Easily accessibility,8,0.001053,Above Average Discharge,0.385625,0.008875,31.1,9.15e-4,0.002,2.14e-4,NA,NA,NA,NA,NA,NA
271,NA,NA,2022-10-03T23:57:45Z,OCENVRESUSER,78,36,455,L03,Verified,Box,SAN JUAN CAPISTRANO,SOUTH,{7E6762BC-9D48-4526-9D88-1BEE27C84D0A},NA,NA,NA,NA,NA,-117.67568022,33.53743191,Yes,L03-455-2,NA,Easily accessibility,12,0.001221,Below Average Discharge,0.30916666,0.00666666,5.06666666,0.006273,0.041379,0,NA,NA,NA,NA,NA,NA
272,L03P37,66,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,455,L03,Verified,Outfall,SAN JUAN CAPISTRANO,SOUTH,{EA609467-FD74-48DE-8B48-BB275FE1F19A},NA,NA,NA,NA,NA,-117.67558208,33.53870259,Unknown,L03-455-3 (L03P37),NA,Easily accessibility,15,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
273,NA,60,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,455,L03,Verified,Outfall,SAN JUAN CAPISTRANO,SOUTH,{600BD74A-455E-480D-969C-2F0102B60635},NA,NA,NA,NA,NA,-117.67546242,33.5397457,Unknown,L03-455-4,NA,Easily accessibility,11,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
274,NA,NA,2022-05-19T15:43:40Z,OCENVRESUSER,3,6,455,L03,Verified,Box,LAGUNA NIGUEL,SOUTH,{3D94996A-864A-4B4A-93E9-6D4FAF24B1B7},NA,NA,NA,NA,NA,-117.67485686,33.54323122,Unknown,L03-455-6,NA,Easily accessibility,10,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
275,NA,36,2022-10-04T00:35:24Z,OCENVRESUSER,NA,NA,455,L03,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{0AAC6CCE-7032-4220-AA64-E80986CDB7F2},Priority,3,2016-08-11T07:00:00Z,2016-09-01T07:00:00Z,NA,-117.67466643,33.54509046,Yes,L03-455-7,NA,Easily accessibility,16,0.02,Below Average Discharge,0.5725,0.04,3.140625,0.054716,0.204,0.008,56,NA,NA,NA,NA,NA
276,NA,36,2022-10-04T00:34:52Z,OCENVRESUSER,3,8,418,L03,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{8087A7D1-E729-48B8-B8F0-6F542F01E3FD},Priority,NA,NA,NA,NA,-117.6744682,33.54734682,Yes,L03-418-1,NA,Easily accessibility,15,0.021,Below Average Discharge,2.73,0.01946666,5.522,0.066361,0.375,0.00528,50,NA,NA,NA,NA,NA
277,NA,48,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,418,L03,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{06560A1C-A452-4CBC-9B61-5BD085C0EC0B},NA,NA,NA,NA,NA,-117.67599109,33.55409343,Yes,L03-418-2,NA,Unsafe accessibility,5,0.017333,20% Or More Above Average Discharge,0.48,0.0166,10.92,0.007904,0.017333,0.001333,NA,NA,NA,NA,NA,NA
278,NA,48,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,418,L03,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{22376DF3-FDA8-47F9-A88E-F80545512E84},NA,NA,NA,NA,NA,-117.67596107,33.55476752,Unknown,L03-418-3,NA,Unsafe accessibility,3,0,Below Average Discharge,0.2,0.00666666,16,7.22e-4,0.00175,0,NA,NA,NA,NA,NA,NA
279,NA,66,2022-10-05T21:12:21Z,OCENVRESUSER,NA,NA,418,L03,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{4224C49D-E7E1-4F5C-9724-113E11C9E9A8},Priority,3,2016-06-16T07:00:00Z,2016-06-30T07:00:00Z,NA,-117.6763089,33.5575697,Yes,L03-418-8,NA,Difficult accessibility,21,0.098182,Below Average Discharge,1.20809523,0.07809523,5.26333333,0.134285,0.803678,0.024,61,NA,NA,Yes,NA,Yes
280,NA,36,2022-10-04T00:35:52Z,OCENVRESUSER,NA,NA,708,L03,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{44E024D0-D161-42C4-B953-3B26BC5AB579},Priority,NA,NA,NA,NA,-117.67651868,33.55750288,Yes,L03-708-1,NA,Easily accessibility,13,0.029,20% Or More Above Average Discharge,0.76,0.0466923,13.03076923,0.018177,0.051,3e-4,45,NA,NA,NA,NA,NA
281,NA,36,2022-10-04T00:36:18Z,OCENVRESUSER,NA,NA,708,L03,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{80131D44-20B9-48C8-962C-C75A86DACEB2},Priority,NA,NA,NA,NA,-117.67655992,33.56113153,Unknown,L03-708-5,NA,Easily accessibility,10,0,Below Average Discharge,0.13,0.011,5.8,0.006287,0.0375,0,43,NA,NA,NA,NA,NA
282,L04P02,48,2022-10-04T00:36:58Z,OCENVRESUSER,NA,NA,702,L04,Verified,Outfall,MISSION VIEJO,SOUTH,{7FD1636E-ED34-4FE6-8232-0809F76D4268},Priority,NA,NA,NA,NA,-117.67326838,33.58054037,Yes,L04-702-1 (L04P02),NA,Easily accessibility,8,0.057143,20% Or More Above Average Discharge,0.8325,0.05625,13,0.022439,0.057143,0,43,NA,NA,NA,NA,NA
283,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,702,L04,Verified,Outfall,MISSION VIEJO,SOUTH,{9429FA86-6A47-441F-8775-95A2DA9CACC7},NA,NA,NA,NA,NA,-117.67339355,33.58274692,Unknown,L04-702-4,NA,Easily accessibility,12,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
284,NA,30,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,702,L04,Verified,Outfall,MISSION VIEJO,SOUTH,{B2C52179-A2B5-48C9-99A4-FA93750D594E},NA,NA,NA,NA,NA,-117.67337079,33.58243283,Unknown,L04-702-3,NA,Unaccessible,2,0.02,20% Or More Above Average Discharge,0.5,0.01,3,0.01,0.02,0,NA,NA,NA,NA,NA,NA
285,L04P08,48,2022-10-04T00:36:53Z,OCENVRESUSER,NA,NA,301,L04,Verified,Outfall,MISSION VIEJO,SOUTH,{214EC75B-5777-4611-BDFC-D8AD310BF1D9},Priority,NA,NA,NA,NA,-117.67438621,33.59956672,Yes,L04-301-1 (L04P08),NA,Easily accessibility,7,0.007,Below Average Discharge,0.69285714,0.02285714,5.90428571,0.034968,0.166154,0.003,52,NA,NA,NA,NA,NA
286,L04P07 - flow meter up-gradient app 100 m,90,2022-10-04T23:32:39Z,OCENVRESUSER,NA,NA,136,L04,Verified,Culvert,MISSION VIEJO,SOUTH,{61589644-F205-496C-A108-0B37A2DFD8A8},NA,3,2016-07-01T07:00:00Z,2016-07-18T07:00:00Z,NA,-117.67786535,33.60686817,Yes,L04-136-1 (L04P07),NA,Easily accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,El Toro Water District - 23392 La Glorieta,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,232,L04,Verified,Outfall,MISSION VIEJO,SOUTH,{465316A8-AEA2-4AA7-A77A-F8F886F9F636},NA,NA,NA,NA,NA,-117.66977552,33.62255222,Yes,L04-232-1,NA,Unaccessible,2,0.01,20% Or More Above Average Discharge,0.5,0.01,6,0.005,0.01,0,NA,NA,NA,NA,NA,NA
288,NA,30,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,266,L04,Verified,Outfall,MISSION VIEJO,SOUTH,{91EA8897-0C76-41A3-B3C0-07D7E0E27DB1},NA,NA,NA,NA,NA,-117.6723963,33.60525713,Unknown,L04-266-1,NA,Easily accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,Daylight of La Paz Channel.  south-east corner of intersection Jeronimo Road with Montilla,84,2022-10-05T21:12:21Z,OCENVRESUSER,NA,NA,266,L04,Verified,Outfall,MISSION VIEJO,SOUTH,{9CBD6267-1249-4AB5-AA53-A9CD65501C1D},Priority,3,2016-06-30T07:00:00Z,2016-07-18T07:00:00Z,NA,-117.66888026,33.60731715,Yes,L04-266-5,NA,Difficult accessibility,17,0.319568,Below Average Discharge,3.30941176,0.43235294,22.21235294,0.466571,0.807692,0.143375,96,NA,NA,Yes,NA,Yes
